# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Anidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PDE_04686	AN4989
2	2	1	PDE_04687	AN4988
2	2	1	PDE_04688	AN4987
2	2	1	PDE_04689	AN4986
2	2	1	PDE_04690	AN4985
2	2	1	PDE_04692	AN4984
2	2	1	PDE_04693	AN4983
2	2	1	PDE_04694	AN11772
2	2	1	PDE_04695	AN4982
2	2	1	PDE_04696	AN4981
2	2	1	PDE_04697	AN4980
2	2	1	PDE_04698	AN4979
2	2	1	PDE_04699	AN4978
2	2	1	PDE_04700	AN4977
2	2	1	PDE_04702	AN4976
2	2	1	PDE_04703	AN4975
2	2	1	PDE_04704	AN4974
2	2	1	PDE_04705	AN4973
2	2	1	PDE_04706	AN4972
2	2	1	PDE_04707	AN4971
2	2	1	PDE_04709	AN4969
2	2	1	PDE_04710	AN10610
2	2	1	PDE_04711	AN10620
2	2	1	PDE_04712	AN8604
2	2	1	PDE_04713	AN5387
2	2	1	PDE_04714	AN4967
2	2	1	PDE_04715	AN4966
2	2	1	PDE_04716	AN4965
2	2	1	PDE_04717	AN4945
2	2	1	PDE_04718	AN4944
2	2	1	PDE_04719	AN4943
2	2	1	PDE_04720	AN4937
2	2	1	PDE_04721	AN4942
2	2	1	PDE_04722	AN4941
2	2	1	PDE_04723	AN4940
2	2	1	PDE_04724	AN4939
2	2	1	PDE_04725	AN7414
2	2	1	PDE_04726	AN4936
2	2	1	PDE_04731	AN4935
2	2	1	PDE_04732	AN4934
2	2	1	PDE_04733	AN4933
2	2	1	PDE_04734	AN4932
2	2	1	PDE_04735	AN4931
2	2	1	PDE_04736	AN4930
2	2	1	PDE_04737	AN4947
2	2	1	PDE_04738	AN4948
2	2	1	PDE_04739	AN4949
2	2	1	PDE_04741	AN4963
2	2	1	PDE_04743	AN4960
2	2	1	PDE_04744	AN4959
2	2	1	PDE_04745	AN4958
2	2	1	PDE_04746	AN4957
2	2	1	PDE_04748	AN4956
2	2	1	PDE_04749	AN4951
2	2	1	PDE_04751	AN4952
2	2	1	PDE_04753	AN4953
2	2	1	PDE_04754	AN4954
2	2	1	PDE_04755	AN4955
2	2	1	PDE_04756	AN2910
2	2	1	PDE_04757	AN2909
2	2	1	PDE_04759	AN11689
2	2	1	PDE_04760	AN2907
2	2	1	PDE_04761	AN2906
2	2	1	PDE_04762	AN4305
2	2	1	PDE_04763	AN2905
2	2	1	PDE_04764	AN2904
2	2	1	PDE_04768	AN2903
2	2	1	PDE_04769	AN2902
2	2	1	PDE_04771	AN11688
2	2	1	PDE_04772	AN2901
2	2	1	PDE_04773	AN2900
2	2	1	PDE_04775	AN2899
2	2	1	PDE_04776	AN2898
2	2	1	PDE_04777	AN2897
2	2	1	PDE_04778	AN2896
2	2	1	PDE_04780	AN2895
2	2	1	PDE_04781	AN11122
2	2	1	PDE_04786	AN2894
2	2	1	PDE_04787	AN2893
2	2	1	PDE_04788	AN11687
2	2	1	PDE_04789	AN2890
2	2	1	PDE_04790	AN2889
2	2	1	PDE_04791	AN2888
2	2	1	PDE_04792	AN2887
2	2	1	PDE_04793	AN2886
2	2	1	PDE_04795	AN2885
2	2	1	PDE_04797	AN2884
2	2	1	PDE_04798	AN11685
2	2	1	PDE_04799	AN2882
2	2	1	PDE_04800	AN2883
2	2	1	PDE_04801	AN2880
2	2	1	PDE_04802	AN2875
2	2	1	PDE_04804	AN11684
2	2	1	PDE_04805	AN2873
2	2	1	PDE_04807	AN2872
2	2	1	PDE_04808	AN2871
2	2	1	PDE_04809	AN2877
2	2	1	PDE_04810	AN6774
2	2	1	PDE_04811	AN2876
2	2	1	PDE_04812	AN8095
2	2	1	PDE_04815	AN9299
2	2	1	PDE_04816	AN10373
2	2	1	PDE_04817	AN10348
2	2	1	PDE_04818	AN2867
2	2	1	PDE_04819	AN2866
2	2	1	PDE_04820	AN8889
2	2	1	PDE_04821	AN4921
2	2	1	PDE_04822	AN4922
2	2	1	PDE_04823	AN4923
2	2	1	PDE_04824	AN9018
2	2	1	PDE_04825	AN5014
2	2	1	PDE_04826	AN5013
2	2	1	PDE_04827	AN3084
2	2	1	PDE_04828	AN11110
2	2	1	PDE_04829	AN3085
2	2	1	PDE_04830	AN3086
2	2	1	PDE_04831	AN11705
2	2	1	PDE_04832	AN3087
2	2	1	PDE_04833	AN3088
2	2	1	PDE_04834	AN3089
2	2	1	PDE_04835	AN3090
2	2	1	PDE_04837	AN3091
2	2	1	PDE_04839	AN3092
2	2	1	PDE_04840	AN11706
2	2	1	PDE_04843	AN9010
2	2	1	PDE_04845	AN3094
2	2	1	PDE_04846	AN3095
2	2	1	PDE_04847	AN3096
2	2	1	PDE_04848	AN3097
2	2	1	PDE_04849	AN3098
2	2	1	PDE_04850	AN3100
2	2	1	PDE_04854	AN3101
2	2	1	PDE_04856	AN3102
2	2	1	PDE_04857	AN3105
2	2	1	PDE_04858	AN10376
2	2	1	PDE_04859	AN10375
2	2	1	PDE_04862	AN10353
2	2	1	PDE_04863	AN4894
2	2	1	PDE_04864	AN4895
2	2	1	PDE_04865	AN4896
2	2	1	PDE_04866	AN3107
2	2	1	PDE_04868	AN4892
2	2	1	PDE_04869	AN4891
2	2	1	PDE_04870	AN4890
2	2	1	PDE_04871	AN11253
2	2	1	PDE_04872	AN4889
2	2	1	PDE_04873	AN4888
2	2	1	PDE_04874	AN4887
2	2	1	PDE_04875	AN4886
2	2	1	PDE_04876	AN10609
2	2	1	PDE_04877	AN6931
2	2	1	PDE_04878	AN10618
2	2	1	PDE_04879	AN4881
2	2	1	PDE_04881	AN4880
2	2	1	PDE_04884	AN4878
2	2	1	PDE_04887	AN4883
2	2	1	PDE_04888	AN4884
2	2	1	PDE_04889	AN10619
2	2	1	PDE_04891	AN4876
2	2	1	PDE_04892	AN4875
2	2	1	PDE_04893	AN4874
2	2	1	PDE_04895	AN0198
2	2	1	PDE_04896	AN4873
2	2	1	PDE_04897	AN4872
2	2	1	PDE_04898	AN4871
2	2	1	PDE_04899	AN4870
2	2	1	PDE_04900	AN4869
2	2	1	PDE_04902	AN4867
2	2	1	PDE_04903	AN2911
2	2	1	PDE_04904	AN11770
2	2	1	PDE_04906	AN4929
2	2	1	PDE_04907	AN4927
2	2	1	PDE_04908	AN4928
2	2	1	PDE_04910	AN4926
2	2	1	PDE_04911	AN8396
2	2	1	PDE_04912	AN5040
2	2	1	PDE_04913	AN1670
2	2	1	PDE_04916	AN4925
2	2	1	PDE_04917	AN2848
2	2	1	PDE_04918	AN2847
2	2	1	PDE_04919	AN2846
2	2	1	PDE_04920	AN2845
2	2	1	PDE_04922	AN5057
2	2	1	PDE_04923	AN5342
2	2	1	PDE_04927	AN5052
2	2	1	PDE_04928	AN5051
2	2	1	PDE_04931	AN5048
2	2	1	PDE_04932	AN11701
2	2	1	PDE_04933	AN5025
2	2	1	PDE_04934	AN5026
2	2	1	PDE_04935	AN5027
2	2	1	PDE_04936	AN5028
2	2	1	PDE_04937	AN5022
2	2	1	PDE_04938	AN5021
2	2	1	PDE_04939	AN4611
2	2	1	PDE_04942	AN4602
2	2	1	PDE_04943	AN12163
2	2	1	PDE_04944	AN4603
2	2	1	PDE_04946	AN4601
2	2	1	PDE_04947	AN4600
2	2	1	PDE_04948	AN4599
2	2	1	PDE_04949	AN8461
2	2	1	PDE_04950	AN3057
2	2	1	PDE_04951	AN3056
2	2	1	PDE_04953	AN3055
2	2	1	PDE_04954	AN4598
2	2	1	PDE_04957	AN3063
2	2	1	PDE_04958	AN3062
2	2	1	PDE_04959	AN3061
2	2	1	PDE_04960	AN3060
2	2	1	PDE_04961	AN3059
2	2	1	PDE_04962	AN11704
2	2	1	PDE_04963	AN3058
2	2	1	PDE_04964	AN3064
2	2	1	PDE_04965	AN3065
2	2	1	PDE_04966	AN3067
2	2	1	PDE_04967	AN3068
2	2	1	PDE_04968	AN10364
2	2	1	PDE_04970	AN10352
2	2	1	PDE_04971	AN3070
2	2	1	PDE_04972	AN3071
2	2	1	PDE_04973	AN3072
2	2	1	PDE_04974	AN3073
2	2	1	PDE_04978	AN3074
2	2	1	PDE_04982	AN3075
2	2	1	PDE_04983	AN9425
2	2	1	PDE_04985	AN3079
2	2	1	PDE_04988	AN3080
2	2	1	PDE_04989	AN3081
2	2	1	PDE_04990	AN7919
2	2	1	PDE_04991	AN7918
2	2	1	PDE_04993	AN2230
2	2	1	PDE_04994	AN3082
2	2	1	PDE_04996	AN5011
2	2	1	PDE_04997	AN5010
2	2	1	PDE_04998	AN11776
2	2	1	PDE_04999	AN5009
2	2	1	PDE_05000	AN5008
2	2	1	PDE_05001	AN11775
2	2	1	PDE_05002	AN8777
2	2	1	PDE_05003	AN5007
2	2	1	PDE_05004	AN11774
2	2	1	PDE_05006	AN5003
2	2	1	PDE_05007	AN5004
2	2	1	PDE_05008	AN5005
2	2	1	PDE_05009	AN10621
2	2	1	PDE_05010	AN10611
2	2	1	PDE_05011	AN10622
2	2	1	PDE_05012	AN11773
2	2	1	PDE_05013	AN10475
2	2	1	PDE_05014	AN10991
2	2	1	PDE_05015	AN7687
2	2	1	PDE_05017	AN8911
2	2	1	PDE_05019	AN7684
2	2	1	PDE_05021	AN11003
2	2	1	PDE_05022	AN11002
2	2	1	PDE_05023	AN10530
2	2	1	PDE_05024	AN10578
2	2	1	PDE_05025	AN10574
2	2	1	PDE_05026	AN4652
2	2	1	PDE_05027	AN4653
2	2	1	PDE_05029	AN4905
2	2	1	PDE_05030	AN10615
2	2	1	PDE_05031	AN4904
2	2	1	PDE_05032	AN4903
2	2	1	PDE_05033	AN4902
2	2	1	PDE_05034	AN4901
2	2	1	PDE_05035	AN10614
2	2	1	PDE_05036	AN4900
2	2	1	PDE_05037	AN4899
2	2	1	PDE_05039	AN9235
2	2	1	PDE_05043	AN3108
2	2	1	PDE_05044	AN3110
2	2	1	PDE_05046	AN3112
2	2	1	PDE_05048	AN3113
2	2	1	PDE_05049	AN3114
2	2	1	PDE_05050	AN3116
2	2	1	PDE_05051	AN3117
2	2	1	PDE_05052	AN3118
2	2	1	PDE_05053	AN3119
2	2	1	PDE_05054	AN3120
2	2	1	PDE_05056	AN3122
2	2	1	PDE_05057	AN3123
2	2	1	PDE_05058	AN3124
2	2	1	PDE_05059	AN10062
2	2	1	PDE_05060	AN10354
2	2	1	PDE_05061	AN10365
2	2	1	PDE_05063	AN10355
2	2	1	PDE_05064	AN10377
2	2	1	PDE_05066	AN10462
2	2	1	PDE_05067	AN3130
2	2	1	PDE_05068	AN3131
2	2	1	PDE_05069	AN3132
2	2	1	PDE_05070	AN3134
2	2	1	PDE_05075	AN10356
2	2	1	PDE_05076	AN3140
2	2	1	PDE_05078	AN3142
2	2	1	PDE_05080	AN10843
2	2	1	PDE_05081	AN0509
2	2	1	PDE_05083	AN3181
2	2	1	PDE_05089	AN3179
2	2	1	PDE_05090	AN3178
2	2	1	PDE_05091	AN9303
2	2	1	PDE_05093	AN3183
2	2	1	PDE_05097	AN3184
2	2	1	PDE_05098	AN6765
2	2	1	PDE_05099	AN6766
2	2	1	PDE_05100	AN6767
2	2	1	PDE_05101	AN3185
2	2	1	PDE_05102	AN3186
2	2	1	PDE_05104	AN3176
2	2	1	PDE_05105	AN3177
2	2	1	PDE_05107	AN3173
2	2	1	PDE_05108	AN3172
2	2	1	PDE_05109	AN3171
2	2	1	PDE_05110	AN3170
2	2	1	PDE_05111	AN12304
2	2	1	PDE_05112	AN3169
2	2	1	PDE_05113	AN3168
2	2	1	PDE_05114	AN3167
2	2	1	PDE_05115	AN3166
2	2	1	PDE_05116	AN3165
2	2	1	PDE_05117	AN3164
2	2	1	PDE_05118	AN3163
2	2	1	PDE_05121	AN3161
2	2	1	PDE_05123	AN3158
2	2	1	PDE_05125	AN3157
2	2	1	PDE_05126	AN3156
2	2	1	PDE_05127	AN3155
2	2	1	PDE_05128	AN10367
2	2	1	PDE_05129	AN2515
2	2	1	PDE_05130	AN2514
2	2	1	PDE_05131	AN2513
2	2	1	PDE_05132	AN4906
2	2	1	PDE_05133	AN4907
2	2	1	PDE_05134	AN4908
2	2	1	PDE_05135	AN4910
2	2	1	PDE_05136	AN4911
2	2	1	PDE_05137	AN4912
2	2	1	PDE_05138	AN4913
2	2	1	PDE_05139	AN4914
2	2	1	PDE_05143	AN4915
2	2	1	PDE_05144	AN4916
2	2	1	PDE_05145	AN4917
2	2	1	PDE_05146	AN4918
2	2	1	PDE_05147	AN4919
2	2	1	PDE_05148	AN0701
2	2	1	PDE_05150	AN4920
2	2	1	PDE_05154	AN2862
2	2	1	PDE_05155	AN2861
2	2	1	PDE_05156	AN2860
2	2	1	PDE_05157	AN2859
2	2	1	PDE_05158	AN2858
2	2	1	PDE_05159	AN2857
2	2	1	PDE_05160	AN2856
2	2	1	PDE_05161	AN2853
2	2	1	PDE_05162	AN2854
2	2	1	PDE_05163	AN2855
2	2	1	PDE_05164	AN2851
2	2	1	PDE_05166	AN2852
2	2	1	PDE_05168	AN8464
2	2	1	PDE_05171	AN2850
2	2	1	PDE_05172	AN10359
2	2	1	PDE_05174	AN10347
2	2	1	PDE_05175	AN5019
2	2	1	PDE_05176	AN2471
2	2	1	PDE_05177	AN5020
2	2	1	PDE_05178	AN5204
2	2	1	PDE_05179	AN5203
2	2	1	PDE_05181	AN5201
2	2	1	PDE_05182	AN5205
2	2	1	PDE_05183	AN5206
2	2	1	PDE_05184	AN5207
2	2	1	PDE_05185	AN5208
2	2	1	PDE_05186	AN5209
2	2	1	PDE_05187	AN10651
2	2	1	PDE_05188	AN5210
2	2	1	PDE_05189	AN5211
2	2	1	PDE_05190	AN5212
2	2	1	PDE_05191	AN5213
2	2	1	PDE_05193	AN5214
2	2	1	PDE_05194	AN6422
2	2	1	PDE_05195	AN5215
2	2	1	PDE_05196	AN5216
2	2	1	PDE_05197	AN5217
2	2	1	PDE_05199	AN5218
2	2	1	PDE_05201	AN5220
2	2	1	PDE_05202	AN5221
2	2	1	PDE_05203	AN5222
2	2	1	PDE_05204	AN5224
2	2	1	PDE_05207	AN5225
2	2	1	PDE_05210	AN3613
2	2	1	PDE_05212	AN5226
2	2	1	PDE_00052	AN10105
2	2	1	PDE_05217	AN5230
2	2	1	PDE_05218	AN3785
2	2	1	PDE_05221	AN3787
2	2	1	PDE_05222	AN3791
2	2	1	PDE_05223	AN3790
2	2	1	PDE_05224	AN11983
2	2	1	PDE_05225	AN3789
2	2	1	PDE_05226	AN3788
2	2	1	PDE_05228	AN3793
2	2	1	PDE_05230	AN4537
2	2	1	PDE_05231	AN4536
2	2	1	PDE_05233	AN4535
2	2	1	PDE_05236	AN4534
2	2	1	PDE_05237	AN10564
2	2	1	PDE_05238	AN10567
2	2	1	PDE_00049	AN2359
2	2	1	PDE_05240	AN4531
2	2	1	PDE_05242	AN2801
2	2	1	PDE_05243	AN4530
2	2	1	PDE_05244	AN4529
2	2	1	PDE_05245	AN4528
2	2	1	PDE_05247	AN4526
2	2	1	PDE_05248	AN4525
2	2	1	PDE_05250	AN7939
2	2	1	PDE_05251	AN4524
2	2	1	PDE_05252	AN4523
2	2	1	PDE_05253	AN4522
2	2	1	PDE_05254	AN4521
2	2	1	PDE_05256	AN4520
2	2	1	PDE_05257	AN4519
2	2	1	PDE_05258	AN4518
2	2	1	PDE_05260	AN4517
2	2	1	PDE_05261	AN10569
2	2	1	PDE_05262	AN10563
2	2	1	PDE_05263	AN4515
2	2	1	PDE_05264	AN8973
2	2	1	PDE_05265	AN10562
2	2	1	PDE_05266	AN4513
2	2	1	PDE_05267	AN4512
2	2	1	PDE_05268	AN4511
2	2	1	PDE_05269	AN4510
2	2	1	PDE_05271	AN4509
2	2	1	PDE_05275	AN11910
2	2	1	PDE_05276	AN4508
2	2	1	PDE_05277	AN4505
2	2	1	PDE_05278	AN4500
2	2	1	PDE_05280	AN4501
2	2	1	PDE_05282	AN4502
2	2	1	PDE_05286	AN4504
2	2	1	PDE_05288	AN4498
2	2	1	PDE_05289	AN4497
2	2	1	PDE_05290	AN4496
2	2	1	PDE_05291	AN4495
2	2	1	PDE_05292	AN4494
2	2	1	PDE_05293	AN4493
2	2	1	PDE_05294	AN4492
2	2	1	PDE_05295	AN4491
2	2	1	PDE_05296	AN4490
2	2	1	PDE_05297	AN4489
2	2	1	PDE_05298	AN4488
2	2	1	PDE_05299	AN4487
2	2	1	PDE_05300	AN4486
2	2	1	PDE_05302	AN4484
2	2	1	PDE_05304	AN4483
2	2	1	PDE_05305	AN2555
2	2	1	PDE_05308	AN4481
2	2	1	PDE_05309	AN4482
2	2	1	PDE_05310	AN11114
2	2	1	PDE_05313	AN4479
2	2	1	PDE_05314	AN3824
2	2	1	PDE_05315	AN3823
2	2	1	PDE_05316	AN3822
2	2	1	PDE_05317	AN12478
2	2	1	PDE_05318	AN9462
2	2	1	PDE_05319	AN9463
2	2	1	PDE_05320	AN3821
2	2	1	PDE_05321	AN3819
2	2	1	PDE_05323	AN3818
2	2	1	PDE_05324	AN3817
2	2	1	PDE_05325	AN3815
2	2	1	PDE_05326	AN1257
2	2	1	PDE_05327	AN3814
2	2	1	PDE_05328	AN3813
2	2	1	PDE_05329	AN3812
2	2	1	PDE_05330	AN3811
2	2	1	PDE_05331	AN3810
2	2	1	PDE_05332	AN3809
2	2	1	PDE_05333	AN3808
2	2	1	PDE_05334	AN3807
2	2	1	PDE_05335	AN3806
2	2	1	PDE_05337	AN3805
2	2	1	PDE_05339	AN3804
2	2	1	PDE_05341	AN3803
2	2	1	PDE_05342	AN1792
2	2	1	PDE_05346	AN3802
2	2	1	PDE_05347	AN3799
2	2	1	PDE_05348	AN2864
2	2	1	PDE_05349	AN8343
2	2	1	PDE_05350	AN3798
2	2	1	PDE_05351	AN2472
2	2	1	PDE_05354	AN3797
2	2	1	PDE_05355	AN3796
2	2	1	PDE_05357	AN3795
2	2	1	PDE_05361	AN3794
2	2	1	PDE_05362	AN4539
2	2	1	PDE_05363	AN4540
2	2	1	PDE_05364	AN4546
2	2	1	PDE_05365	AN4545
2	2	1	PDE_05369	AN4544
2	2	1	PDE_05370	AN4543
2	2	1	PDE_05371	AN4542
2	2	1	PDE_05375	AN4560
2	2	1	PDE_05376	AN4559
2	2	1	PDE_05378	AN4558
2	2	1	PDE_05380	AN4557
2	2	1	PDE_05381	AN4556
2	2	1	PDE_05382	AN4555
2	2	1	PDE_05385	AN11912
2	2	1	PDE_05386	AN11913
2	2	1	PDE_05387	AN4552
2	2	1	PDE_05388	AN4553
2	2	1	PDE_05389	AN4550
2	2	1	PDE_05390	AN4549
2	2	1	PDE_05391	AN4548
2	2	1	PDE_05392	AN4547
2	2	1	PDE_05393	AN4561
2	2	1	PDE_05394	AN4562
2	2	1	PDE_05395	AN4563
2	2	1	PDE_05396	AN4564
2	2	1	PDE_05398	AN4639
2	2	1	PDE_05400	AN4637
2	2	1	PDE_05401	AN4632
2	2	1	PDE_05402	AN4633
2	2	1	PDE_05405	AN10572
2	2	1	PDE_05406	AN4631
2	2	1	PDE_05409	AN4622
2	2	1	PDE_05410	AN4623
2	2	1	PDE_05412	AN4617
2	2	1	PDE_05413	AN4616
2	2	1	PDE_05414	AN4615
2	2	1	PDE_05415	AN4614
2	2	1	PDE_05416	AN4613
2	2	1	PDE_05417	AN4612
2	2	1	PDE_05418	AN11444
2	2	1	PDE_05420	AN5197
2	2	1	PDE_05421	AN5198
2	2	1	PDE_05423	AN5199
2	2	1	PDE_05424	AN5200
2	2	1	PDE_05425	AN5196
2	2	1	PDE_05426	AN5195
2	2	1	PDE_05427	AN5194
2	2	1	PDE_05428	AN5193
2	2	1	PDE_05429	AN5192
2	2	1	PDE_05430	AN10638
2	2	1	PDE_05431	AN10642
2	2	1	PDE_05432	AN5148
2	2	1	PDE_05433	AN5149
2	2	1	PDE_05434	AN10639
2	2	1	PDE_05435	AN10644
2	2	1	PDE_05436	AN5151
2	2	1	PDE_05437	AN2190
2	2	1	PDE_05439	AN5181
2	2	1	PDE_05442	AN5180
2	2	1	PDE_05443	AN5179
2	2	1	PDE_05444	AN5177
2	2	1	PDE_05445	AN5176
2	2	1	PDE_05446	AN5175
2	2	1	PDE_05447	AN11468
2	2	1	PDE_05449	AN5174
2	2	1	PDE_05450	AN5168
2	2	1	PDE_05451	AN5169
2	2	1	PDE_05453	AN1848
2	2	1	PDE_05454	AN1847
2	2	1	PDE_05455	AN1846
2	2	1	PDE_05456	AN1845
2	2	1	PDE_05457	AN1844
2	2	1	PDE_05458	AN1843
2	2	1	PDE_05459	AN1842
2	2	1	PDE_05460	AN5235
2	2	1	PDE_05461	AN0400
2	2	1	PDE_05463	AN1828
2	2	1	PDE_05464	AN3884
2	2	1	PDE_05465	AN1833
2	2	1	PDE_05466	AN5364
2	2	1	PDE_05467	AN1817
2	2	1	PDE_00048	AN0637
2	2	1	PDE_05471	AN6754
2	2	1	PDE_05472	AN1612
2	2	1	PDE_05473	AN1613
2	2	1	PDE_05476	AN1637
2	2	1	PDE_05477	AN1636
2	2	1	PDE_05478	AN1635
2	2	1	PDE_05479	AN1634
2	2	1	PDE_05480	AN1638
2	2	1	PDE_05481	AN1631
2	2	1	PDE_05482	AN1632
2	2	1	PDE_05484	AN11886
2	2	1	PDE_05485	AN11885
2	2	1	PDE_05486	AN1652
2	2	1	PDE_05492	AN1639
2	2	1	PDE_05493	AN10224
2	2	1	PDE_05494	AN10220
2	2	1	PDE_05497	AN1629
2	2	1	PDE_05498	AN1811
2	2	1	PDE_05499	AN1810
2	2	1	PDE_05500	AN6443
2	2	1	PDE_05502	AN0392
2	2	1	PDE_05503	AN1633
2	2	1	PDE_05506	AN1671
2	2	1	PDE_05508	AN1667
2	2	1	PDE_05509	AN1666
2	2	1	PDE_05510	AN1665
2	2	1	PDE_05511	AN1669
2	2	1	PDE_05512	AN1668
2	2	1	PDE_05513	AN10225
2	2	1	PDE_05514	AN11887
2	2	1	PDE_05516	AN7130
2	2	1	PDE_05518	AN1662
2	2	1	PDE_05519	AN1661
2	2	1	PDE_05520	AN1660
2	2	1	PDE_05522	AN10222
2	2	1	PDE_05523	AN9441
2	2	1	PDE_05524	AN8512
2	2	1	PDE_05528	AN1654
2	2	1	PDE_05529	AN1673
2	2	1	PDE_05530	AN1674
2	2	1	PDE_05531	AN12306
2	2	1	PDE_05532	AN1677
2	2	1	PDE_05537	AN1675
2	2	1	PDE_05538	AN1697
2	2	1	PDE_05539	AN1696
2	2	1	PDE_05540	AN1695
2	2	1	PDE_05541	AN1694
2	2	1	PDE_05543	AN1693
2	2	1	PDE_05544	AN1685
2	2	1	PDE_05545	AN1686
2	2	1	PDE_05547	AN1688
2	2	1	PDE_05548	AN1689
2	2	1	PDE_05550	AN10223
2	2	1	PDE_05551	AN10227
2	2	1	PDE_05552	AN11312
2	2	1	PDE_05554	AN1683
2	2	1	PDE_05555	AN1682
2	2	1	PDE_05561	AN6417
2	2	1	PDE_05563	AN2879
2	2	1	PDE_05564	AN4827
2	2	1	PDE_05565	AN1698
2	2	1	PDE_05566	AN1699
2	2	1	PDE_05568	AN1700
2	2	1	PDE_05569	AN1701
2	2	1	PDE_05570	AN1712
2	2	1	PDE_05571	AN1713
2	2	1	PDE_05573	AN1715
2	2	1	PDE_05577	AN1718
2	2	1	PDE_05578	AN1719
2	2	1	PDE_05579	AN1720
2	2	1	PDE_05580	AN1721
2	2	1	PDE_05581	AN1722
2	2	1	PDE_05582	AN1710
2	2	1	PDE_05583	AN8957
2	2	1	PDE_05584	AN3875
2	2	1	PDE_05585	AN10388
2	2	1	PDE_05586	AN11888
2	2	1	PDE_05587	AN1706
2	2	1	PDE_05588	AN11889
2	2	1	PDE_05591	AN1708
2	2	1	PDE_05593	AN1709
2	2	1	PDE_05594	AN3874
2	2	1	PDE_05595	AN3825
2	2	1	PDE_05596	AN3826
2	2	1	PDE_05597	AN3827
2	2	1	PDE_05598	AN3828
2	2	1	PDE_05599	AN3829
2	2	1	PDE_05605	AN3831
2	2	1	PDE_05606	AN3830
2	2	1	PDE_05607	AN10477
2	2	1	PDE_05608	AN3832
2	2	1	PDE_05610	AN3844
2	2	1	PDE_05611	AN3843
2	2	1	PDE_05612	AN3842
2	2	1	PDE_05613	AN3841
2	2	1	PDE_05614	AN3840
2	2	1	PDE_05615	AN3839
2	2	1	PDE_05616	AN3838
2	2	1	PDE_05617	AN3834
2	2	1	PDE_05619	AN3833
2	2	1	PDE_05621	AN3849
2	2	1	PDE_05623	AN10480
2	2	1	PDE_05624	AN3846
2	2	1	PDE_05625	AN3851
2	2	1	PDE_05626	AN3852
2	2	1	PDE_05628	AN3853
2	2	1	PDE_05629	AN3854
2	2	1	PDE_05630	AN3855
2	2	1	PDE_05631	AN10470
2	2	1	PDE_05632	AN10478
2	2	1	PDE_05635	AN11419
2	2	1	PDE_05637	AN12177
2	2	1	PDE_05638	AN3864
2	2	1	PDE_05639	AN3865
2	2	1	PDE_05640	AN3866
2	2	1	PDE_05641	AN3867
2	2	1	PDE_05642	AN3630
2	2	1	PDE_05643	AN3868
2	2	1	PDE_05644	AN3869
2	2	1	PDE_05645	AN4478
2	2	1	PDE_05646	AN4477
2	2	1	PDE_05647	AN10568
2	2	1	PDE_05648	AN10561
2	2	1	PDE_05649	AN4475
2	2	1	PDE_05650	AN4474
2	2	1	PDE_05651	AN4462
2	2	1	PDE_05652	AN4463
2	2	1	PDE_05653	AN6095
2	2	1	PDE_05654	AN6094
2	2	1	PDE_05655	AN1553
2	2	1	PDE_05656	AN2809
2	2	1	PDE_05658	AN10301
2	2	1	PDE_05659	AN11083
2	2	1	PDE_05661	AN10892
2	2	1	PDE_05663	AN7101
2	2	1	PDE_05667	AN7103
2	2	1	PDE_05668	AN7104
2	2	1	PDE_05669	AN7105
2	2	1	PDE_05674	AN1143
2	2	1	PDE_05675	AN7111
2	2	1	PDE_05676	AN7108
2	2	1	PDE_05677	AN7106
2	2	1	PDE_05678	AN7107
2	2	1	PDE_05681	AN3506
2	2	1	PDE_05682	AN3509
2	2	1	PDE_05683	AN3508
2	2	1	PDE_05684	AN3507
2	2	1	PDE_05686	AN7052
2	2	1	PDE_05687	AN7051
2	2	1	PDE_05688	AN7049
2	2	1	PDE_05689	AN7048
2	2	1	PDE_05690	AN7047
2	2	1	PDE_05691	AN12072
2	2	1	PDE_05692	AN7046
2	2	1	PDE_05694	AN3598
2	2	1	PDE_05695	AN7044
2	2	1	PDE_05696	AN7043
2	2	1	PDE_05697	AN11543
2	2	1	PDE_05698	AN7042
2	2	1	PDE_05701	AN7039
2	2	1	PDE_05703	AN7037
2	2	1	PDE_05704	AN7031
2	2	1	PDE_05706	AN7030
2	2	1	PDE_05707	AN7029
2	2	1	PDE_05708	AN8637
2	2	1	PDE_05709	AN12070
2	2	1	PDE_05710	AN7032
2	2	1	PDE_05711	AN7033
2	2	1	PDE_05712	AN7034
2	2	1	PDE_05713	AN5733
2	2	1	PDE_05715	AN10880
2	2	1	PDE_05717	AN7028
2	2	1	PDE_05718	AN7027
2	2	1	PDE_05721	AN11541
2	2	1	PDE_05723	AN7026
2	2	1	PDE_05726	AN7025
2	2	1	PDE_05727	AN7035
2	2	1	PDE_05730	AN6993
2	2	1	PDE_05731	AN6992
2	2	1	PDE_05732	AN10882
2	2	1	PDE_05733	AN7008
2	2	1	PDE_05734	AN7007
2	2	1	PDE_05735	AN7010
2	2	1	PDE_05737	AN5330
2	2	1	PDE_05741	AN7012
2	2	1	PDE_05744	AN7013
2	2	1	PDE_05745	AN7014
2	2	1	PDE_05746	AN12062
2	2	1	PDE_05747	AN7015
2	2	1	PDE_05749	AN7192
2	2	1	PDE_05750	AN7011
2	2	1	PDE_05751	AN7016
2	2	1	PDE_05752	AN7017
2	2	1	PDE_05755	AN7019
