# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Ncrassa_OR74A_v.12.fasta
2	2	1	PDE_04144	NCU04669
2	2	1	PDE_04092	NCU04670
2	2	1	PDE_07363	NCU04672
2	2	1	PDE_00400	NCU04674
2	2	1	PDE_05080	NCU04690
2	2	1	PDE_07895	NCU04695
2	2	1	PDE_05310	NCU04697
2	2	1	PDE_09822	NCU04698
2	2	1	PDE_06798	NCU04699
2	2	1	PDE_08903	NCU04713
2	2	1	PDE_08900	NCU04718
2	2	1	PDE_00370	NCU04720
2	2	1	PDE_05163	NCU00090
2	2	1	PDE_08759	NCU04724
2	2	1	PDE_00965	NCU04725
2	2	1	PDE_00970	NCU04726
2	2	1	PDE_00878	NCU04728
2	2	1	PDE_00973	NCU04729
2	2	1	PDE_06482	NCU04730
2	2	1	PDE_04633	NCU04731
2	2	1	PDE_05354	NCU04733
2	2	1	PDE_00673	NCU04736
2	2	1	PDE_08531	NCU04737
2	2	1	PDE_04744	NCU04738
2	2	1	PDE_04745	NCU04740
2	2	1	PDE_04714	NCU04743
2	2	1	PDE_00635	NCU04747
2	2	1	PDE_08523	NCU04749
2	2	1	PDE_06795	NCU04750
2	2	1	PDE_08522	NCU04753
2	2	1	PDE_09053	NCU04754
2	2	1	PDE_09052	NCU04755
2	2	1	PDE_04906	NCU04757
2	2	1	PDE_04721	NCU04759
2	2	1	PDE_04904	NCU04760
2	2	1	PDE_04816	NCU04761
2	2	1	PDE_04715	NCU04762
2	2	1	PDE_04704	NCU04764
2	2	1	PDE_04705	NCU04765
2	2	1	PDE_04716	NCU04766
2	2	1	PDE_04318	NCU04767
2	2	1	PDE_04700	NCU04768
2	2	1	PDE_04702	NCU04770
2	2	1	PDE_04703	NCU04771
2	2	1	PDE_04719	NCU04772
2	2	1	PDE_02056	NCU04775
2	2	1	PDE_04711	NCU04776
2	2	1	PDE_02882	NCU04777
2	2	1	PDE_08174	NCU04779
2	2	1	PDE_02892	NCU04780
2	2	1	PDE_06688	NCU04781
2	2	1	PDE_06689	NCU04782
2	2	1	PDE_08229	NCU04783
2	2	1	PDE_08413	NCU04784
2	2	1	PDE_08740	NCU04786
2	2	1	PDE_03261	NCU04787
2	2	1	PDE_03260	NCU04788
2	2	1	PDE_08825	NCU04789
2	2	1	PDE_08824	NCU04790
2	2	1	PDE_03265	NCU04794
2	2	1	PDE_08405	NCU04796
2	2	1	PDE_08481	NCU04797
2	2	1	PDE_02858	NCU04799
2	2	1	PDE_02859	NCU04800
2	2	1	PDE_02110	NCU04801
2	2	1	PDE_08874	NCU04802
2	2	1	PDE_09829	NCU04803
2	2	1	PDE_05721	NCU04805
2	2	1	PDE_02869	NCU04806
2	2	1	PDE_08702	NCU04808
2	2	1	PDE_03039	NCU00089
2	2	1	PDE_09007	NCU04810
2	2	1	PDE_09045	NCU04814
2	2	1	PDE_08923	NCU04815
2	2	1	PDE_08885	NCU04817
2	2	1	PDE_08313	NCU04823
2	2	1	PDE_03272	NCU04824
2	2	1	PDE_08869	NCU04830
2	2	1	PDE_01293	NCU04834
2	2	1	PDE_04229	NCU04837
2	2	1	PDE_08958	NCU04838
2	2	1	PDE_08954	NCU04840
2	2	1	PDE_08976	NCU04841
2	2	1	PDE_03378	NCU04844
2	2	1	PDE_07709	NCU04845
2	2	1	PDE_02889	NCU04847
2	2	1	PDE_09355	NCU04848
2	2	1	PDE_08139	NCU04850
2	2	1	PDE_03364	NCU04855
2	2	1	PDE_04504	NCU00088
2	2	1	PDE_02715	NCU04862
2	2	1	PDE_03036	NCU00087
2	2	1	PDE_01685	NCU04887
2	2	1	PDE_05128	NCU04898
2	2	1	PDE_02150	NCU04899
2	2	1	PDE_00247	NCU04902
2	2	1	PDE_07035	NCU04908
2	2	1	PDE_02788	NCU00083
2	2	1	PDE_06412	NCU04921
2	2	1	PDE_08572	NCU04923
2	2	1	PDE_08573	NCU04924
2	2	1	PDE_08237	NCU04931
2	2	1	PDE_04539	NCU04933
2	2	1	PDE_02172	NCU04936
2	2	1	PDE_01567	NCU04938
2	2	1	PDE_08730	NCU04940
2	2	1	PDE_05382	NCU00081
2	2	1	PDE_02151	NCU04943
2	2	1	PDE_09207	NCU04944
2	2	1	PDE_09208	NCU04945
2	2	1	PDE_02219	NCU04947
2	2	1	PDE_07724	NCU04953
2	2	1	PDE_01388	NCU04963
2	2	1	PDE_04739	NCU04986
2	2	1	PDE_04734	NCU04987
2	2	1	PDE_04731	NCU04990
2	2	1	PDE_07103	NCU04996
2	2	1	PDE_08094	NCU04997
2	2	1	PDE_03304	NCU05000
2	2	1	PDE_00239	NCU05004
2	2	1	PDE_07108	NCU05005
2	2	1	PDE_01418	NCU05006
2	2	1	PDE_01513	NCU05007
2	2	1	PDE_02665	NCU05008
2	2	1	PDE_02664	NCU05009
2	2	1	PDE_08269	NCU05010
2	2	1	PDE_07566	NCU05013
2	2	1	PDE_08189	NCU05027
2	2	1	PDE_08193	NCU05028
2	2	1	PDE_08190	NCU05029
2	2	1	PDE_07349	NCU05038
2	2	1	PDE_09938	NCU05040
2	2	1	PDE_01521	NCU05041
2	2	1	PDE_01522	NCU05045
2	2	1	PDE_03497	NCU05046
2	2	1	PDE_05430	NCU05051
2	2	1	PDE_02639	NCU05053
2	2	1	PDE_07929	NCU05057
2	2	1	PDE_04271	NCU05060
2	2	1	PDE_05006	NCU05064
2	2	1	PDE_05004	NCU05067
2	2	1	PDE_08067	NCU05068
2	2	1	PDE_07936	NCU05071
2	2	1	PDE_01497	NCU05075
2	2	1	PDE_08267	NCU05076
2	2	1	PDE_08268	NCU05077
2	2	1	PDE_01494	NCU05078
2	2	1	PDE_02960	NCU05089
2	2	1	PDE_07438	NCU05094
2	2	1	PDE_05314	NCU05095
2	2	1	PDE_00727	NCU05105
2	2	1	PDE_05915	NCU05117
2	2	1	PDE_05909	NCU05118
2	2	1	PDE_05908	NCU05119
2	2	1	PDE_05914	NCU05120
2	2	1	PDE_08765	NCU05126
2	2	1	PDE_04016	NCU05128
2	2	1	PDE_08225	NCU05129
2	2	1	PDE_01643	NCU05132
2	2	1	PDE_01637	NCU05133
2	2	1	PDE_01639	NCU05136
2	2	1	PDE_01641	NCU05137
2	2	1	PDE_05381	NCU00080
2	2	1	PDE_07437	NCU05143
2	2	1	PDE_05138	NCU05151
2	2	1	PDE_04182	NCU05159
2	2	1	PDE_09648	NCU05164
2	2	1	PDE_05388	NCU00078
2	2	1	PDE_05058	NCU05180
2	2	1	PDE_01689	NCU05185
2	2	1	PDE_05387	NCU00077
2	2	1	PDE_04407	NCU05188
2	2	1	PDE_07619	NCU05194
2	2	1	PDE_07800	NCU05195
2	2	1	PDE_03163	NCU05196
2	2	1	PDE_09031	NCU05198
2	2	1	PDE_08092	NCU05200
2	2	1	PDE_07371	NCU05201
2	2	1	PDE_00131	NCU05202
2	2	1	PDE_00130	NCU05203
2	2	1	PDE_00128	NCU05204
2	2	1	PDE_00125	NCU05206
2	2	1	PDE_04261	NCU05207
2	2	1	PDE_07250	NCU05208
2	2	1	PDE_07251	NCU05209
2	2	1	PDE_07801	NCU05210
2	2	1	PDE_01775	NCU05212
2	2	1	PDE_07799	NCU05213
2	2	1	PDE_06925	NCU05214
2	2	1	PDE_06928	NCU05218
2	2	1	PDE_06933	NCU05219
2	2	1	PDE_06934	NCU05220
2	2	1	PDE_06935	NCU05221
2	2	1	PDE_06940	NCU05222
2	2	1	PDE_06941	NCU05224
2	2	1	PDE_06939	NCU05225
2	2	1	PDE_07965	NCU05226
2	2	1	PDE_07297	NCU05227
2	2	1	PDE_03798	NCU05231
2	2	1	PDE_03797	NCU05232
2	2	1	PDE_06926	NCU05233
2	2	1	PDE_07663	NCU05234
2	2	1	PDE_05375	NCU05235
2	2	1	PDE_07665	NCU05237
2	2	1	PDE_07667	NCU05238
2	2	1	PDE_05710	NCU05239
2	2	1	PDE_03166	NCU05240
2	2	1	PDE_02184	NCU05242
2	2	1	PDE_07804	NCU05245
2	2	1	PDE_08669	NCU05246
2	2	1	PDE_02191	NCU05248
2	2	1	PDE_06938	NCU05250
2	2	1	PDE_06937	NCU05251
2	2	1	PDE_06936	NCU05252
2	2	1	PDE_01462	NCU05253
2	2	1	PDE_02156	NCU05254
2	2	1	PDE_02205	NCU05259
2	2	1	PDE_03162	NCU05261
2	2	1	PDE_00669	NCU05262
2	2	1	PDE_08654	NCU05264
2	2	1	PDE_08655	NCU05265
2	2	1	PDE_08657	NCU05266
2	2	1	PDE_09214	NCU05267
2	2	1	PDE_00702	NCU05268
2	2	1	PDE_00703	NCU05269
2	2	1	PDE_02844	NCU05270
2	2	1	PDE_02846	NCU05272
2	2	1	PDE_02850	NCU05273
2	2	1	PDE_02849	NCU05274
2	2	1	PDE_02847	NCU05276
2	2	1	PDE_02842	NCU05278
2	2	1	PDE_02843	NCU05279
2	2	1	PDE_00708	NCU05280
2	2	1	PDE_00367	NCU05281
2	2	1	PDE_00368	NCU05282
2	2	1	PDE_03085	NCU05287
2	2	1	PDE_03086	NCU05288
2	2	1	PDE_03136	NCU05289
2	2	1	PDE_03104	NCU05290
2	2	1	PDE_03135	NCU05291
2	2	1	PDE_02196	NCU05292
2	2	1	PDE_03128	NCU05293
2	2	1	PDE_03129	NCU05294
2	2	1	PDE_03126	NCU05295
2	2	1	PDE_03125	NCU05296
2	2	1	PDE_00369	NCU05298
2	2	1	PDE_03828	NCU05299
2	2	1	PDE_00283	NCU05301
2	2	1	PDE_00466	NCU05302
2	2	1	PDE_00271	NCU05304
2	2	1	PDE_00270	NCU05305
2	2	1	PDE_04386	NCU05306
2	2	1	PDE_00269	NCU05307
2	2	1	PDE_02834	NCU05309
2	2	1	PDE_08673	NCU05312
2	2	1	PDE_08674	NCU05313
2	2	1	PDE_08675	NCU05314
2	2	1	PDE_06498	NCU05319
2	2	1	PDE_09956	NCU05343
2	2	1	PDE_09954	NCU05347
2	2	1	PDE_05168	NCU05350
2	2	1	PDE_05791	NCU05360
2	2	1	PDE_05790	NCU05363
2	2	1	PDE_05795	NCU05364
2	2	1	PDE_02421	NCU05373
2	2	1	PDE_02420	NCU05375
2	2	1	PDE_05376	NCU00075
2	2	1	PDE_09716	NCU05377
2	2	1	PDE_08983	NCU05383
2	2	1	PDE_00676	NCU05384
2	2	1	PDE_06111	NCU05385
2	2	1	PDE_06110	NCU05386
2	2	1	PDE_07435	NCU05387
2	2	1	PDE_00444	NCU05390
2	2	1	PDE_02166	NCU05394
2	2	1	PDE_07059	NCU05400
2	2	1	PDE_03241	NCU05410
2	2	1	PDE_00451	NCU05411
2	2	1	PDE_09979	NCU05418
2	2	1	PDE_03239	NCU05419
2	2	1	PDE_02578	NCU05420
2	2	1	PDE_02577	NCU05421
2	2	1	PDE_07883	NCU05422
2	2	1	PDE_08577	NCU05423
2	2	1	PDE_08580	NCU05425
2	2	1	PDE_06815	NCU05426
2	2	1	PDE_04541	NCU05427
2	2	1	PDE_07278	NCU05429
2	2	1	PDE_07279	NCU05430
2	2	1	PDE_04576	NCU05433
2	2	1	PDE_09117	NCU05453
2	2	1	PDE_06831	NCU05454
2	2	1	PDE_07280	NCU05457
2	2	1	PDE_08722	NCU05459
2	2	1	PDE_09025	NCU05485
2	2	1	PDE_03767	NCU05488
2	2	1	PDE_03768	NCU05491
2	2	1	PDE_07610	NCU05492
2	2	1	PDE_09894	NCU05495
2	2	1	PDE_06800	NCU05498
2	2	1	PDE_08906	NCU05499
2	2	1	PDE_09940	NCU05500
2	2	1	PDE_05799	NCU05513
2	2	1	PDE_05786	NCU05514
2	2	1	PDE_00860	NCU05515
2	2	1	PDE_03715	NCU05516
2	2	1	PDE_03717	NCU05517
2	2	1	PDE_09693	NCU05518
2	2	1	PDE_01257	NCU05519
2	2	1	PDE_03709	NCU05521
2	2	1	PDE_05746	NCU05522
2	2	1	PDE_05747	NCU05523
2	2	1	PDE_03710	NCU05525
2	2	1	PDE_03916	NCU05526
2	2	1	PDE_00249	NCU05535
2	2	1	PDE_09026	NCU05536
2	2	1	PDE_08907	NCU05537
2	2	1	PDE_05767	NCU05541
2	2	1	PDE_05730	NCU05542
2	2	1	PDE_05731	NCU05544
2	2	1	PDE_05772	NCU05545
2	2	1	PDE_00873	NCU05548
2	2	1	PDE_00874	NCU05551
2	2	1	PDE_05732	NCU05553
2	2	1	PDE_05774	NCU05554
2	2	1	PDE_00867	NCU05558
2	2	1	PDE_00859	NCU05564
2	2	1	PDE_03784	NCU05575
2	2	1	PDE_02905	NCU05577
2	2	1	PDE_03789	NCU05578
2	2	1	PDE_00594	NCU05580
2	2	1	PDE_05788	NCU05581
2	2	1	PDE_05787	NCU05582
2	2	1	PDE_07933	NCU05584
2	2	1	PDE_01268	NCU05585
2	2	1	PDE_00563	NCU05586
2	2	1	PDE_05769	NCU05587
2	2	1	PDE_00862	NCU05588
2	2	1	PDE_00954	NCU05589
2	2	1	PDE_00295	NCU05591
2	2	1	PDE_05784	NCU05592
2	2	1	PDE_05785	NCU05593
2	2	1	PDE_00861	NCU05594
2	2	1	PDE_01385	NCU05598
2	2	1	PDE_00817	NCU05599
2	2	1	PDE_05780	NCU05600
2	2	1	PDE_05781	NCU05601
2	2	1	PDE_00953	NCU05602
2	2	1	PDE_05771	NCU05605
2	2	1	PDE_00864	NCU05606
2	2	1	PDE_00865	NCU05607
2	2	1	PDE_03790	NCU05608
2	2	1	PDE_03978	NCU05616
2	2	1	PDE_04525	NCU05618
2	2	1	PDE_08448	NCU05620
2	2	1	PDE_09051	NCU05622
2	2	1	PDE_08910	NCU05623
2	2	1	PDE_08911	NCU05624
2	2	1	PDE_04403	NCU05626
2	2	1	PDE_05371	NCU00073
2	2	1	PDE_07069	NCU05633
2	2	1	PDE_08536	NCU05634
2	2	1	PDE_09565	NCU05642
2	2	1	PDE_08776	NCU05644
2	2	1	PDE_08777	NCU05645
2	2	1	PDE_01096	NCU05647
2	2	1	PDE_05683	NCU05649
2	2	1	PDE_03267	NCU05650
2	2	1	PDE_08786	NCU05655
2	2	1	PDE_09677	NCU05658
2	2	1	PDE_07478	NCU05680
2	2	1	PDE_02795	NCU05683
2	2	1	PDE_05263	NCU05686
2	2	1	PDE_05248	NCU05689
2	2	1	PDE_07470	NCU05692
2	2	1	PDE_08742	NCU05693
2	2	1	PDE_05250	NCU05694
2	2	1	PDE_00039	NCU05706
2	2	1	PDE_00757	NCU05714
2	2	1	PDE_07885	NCU05715
2	2	1	PDE_07826	NCU05716
2	2	1	PDE_00734	NCU05717
2	2	1	PDE_00736	NCU05720
2	2	1	PDE_00743	NCU05721
2	2	1	PDE_00756	NCU05726
2	2	1	PDE_07265	NCU05730
2	2	1	PDE_06402	NCU05735
2	2	1	PDE_02416	NCU05750
2	2	1	PDE_02071	NCU05752
2	2	1	PDE_08521	NCU05757
2	2	1	PDE_02727	NCU05759
2	2	1	PDE_03924	NCU05761
2	2	1	PDE_07249	NCU05770
2	2	1	PDE_05863	NCU05771
2	2	1	PDE_05916	NCU05772
2	2	1	PDE_06022	NCU05776
2	2	1	PDE_06235	NCU05777
2	2	1	PDE_06133	NCU05778
2	2	1	PDE_09253	NCU05780
2	2	1	PDE_04235	NCU05781
2	2	1	PDE_06233	NCU05782
2	2	1	PDE_06232	NCU05783
2	2	1	PDE_05857	NCU05791
2	2	1	PDE_05855	NCU05796
2	2	1	PDE_05854	NCU05797
2	2	1	PDE_05866	NCU05800
2	2	1	PDE_07726	NCU05801
2	2	1	PDE_04097	NCU05802
2	2	1	PDE_04098	NCU05803
2	2	1	PDE_04099	NCU05804
2	2	1	PDE_04090	NCU05805
2	2	1	PDE_02092	NCU05807
2	2	1	PDE_08338	NCU05810
2	2	1	PDE_05026	NCU05813
2	2	1	PDE_02086	NCU05816
2	2	1	PDE_04829	NCU05818
2	2	1	PDE_08450	NCU05837
2	2	1	PDE_05880	NCU05850
2	2	1	PDE_06059	NCU05851
2	2	1	PDE_02109	NCU05853
2	2	1	PDE_05136	NCU00072
2	2	1	PDE_04935	NCU05859
2	2	1	PDE_06349	NCU05861
2	2	1	PDE_03892	NCU05876
2	2	1	PDE_04760	NCU05889
2	2	1	PDE_04763	NCU05891
2	2	1	PDE_04997	NCU05894
2	2	1	PDE_04996	NCU05895
2	2	1	PDE_04779	NCU05896
2	2	1	PDE_02541	NCU05897
2	2	1	PDE_01554	NCU05901
2	2	1	PDE_04891	NCU05902
2	2	1	PDE_08928	NCU05916
2	2	1	PDE_02418	NCU05924
2	2	1	PDE_04045	NCU05926
2	2	1	PDE_04234	NCU05927
2	2	1	PDE_08888	NCU05936
2	2	1	PDE_08889	NCU05937
2	2	1	PDE_08171	NCU05939
2	2	1	PDE_03270	NCU05941
2	2	1	PDE_08782	NCU05942
2	2	1	PDE_08779	NCU05943
2	2	1	PDE_03269	NCU05944
2	2	1	PDE_08784	NCU05948
2	2	1	PDE_08751	NCU05950
2	2	1	PDE_00394	NCU05953
2	2	1	PDE_06713	NCU05959
2	2	1	PDE_08447	NCU05960
2	2	1	PDE_09008	NCU05961
2	2	1	PDE_02912	NCU05966
2	2	1	PDE_01261	NCU05969
2	2	1	PDE_08744	NCU05971
2	2	1	PDE_08745	NCU05972
2	2	1	PDE_08741	NCU05973
2	2	1	PDE_01690	NCU05974
2	2	1	PDE_06510	NCU05977
2	2	1	PDE_06796	NCU05979
2	2	1	PDE_09313	NCU05980
2	2	1	PDE_03963	NCU05982
2	2	1	PDE_08160	NCU05983
2	2	1	PDE_08550	NCU05984
2	2	1	PDE_08474	NCU05985
2	2	1	PDE_08460	NCU05986
2	2	1	PDE_08407	NCU05987
2	2	1	PDE_08472	NCU05988
2	2	1	PDE_08470	NCU05990
2	2	1	PDE_08459	NCU05991
2	2	1	PDE_08456	NCU05992
2	2	1	PDE_01979	NCU05994
2	2	1	PDE_03961	NCU05995
2	2	1	PDE_03960	NCU05996
2	2	1	PDE_03958	NCU05999
2	2	1	PDE_03955	NCU06001
2	2	1	PDE_08458	NCU06003
2	2	1	PDE_05159	NCU00070
2	2	1	PDE_08445	NCU06009
2	2	1	PDE_03042	NCU00068
2	2	1	PDE_03454	NCU06012
2	2	1	PDE_05992	NCU06017
2	2	1	PDE_01779	NCU06020
2	2	1	PDE_05444	NCU06021
2	2	1	PDE_07243	NCU06022
2	2	1	PDE_07242	NCU06023
2	2	1	PDE_07246	NCU06024
2	2	1	PDE_07244	NCU06025
2	2	1	PDE_07245	NCU06026
2	2	1	PDE_07239	NCU06027
2	2	1	PDE_07240	NCU06028
2	2	1	PDE_05541	NCU06029
2	2	1	PDE_05551	NCU06030
2	2	1	PDE_03041	NCU00067
2	2	1	PDE_05429	NCU06032
2	2	1	PDE_05434	NCU06033
2	2	1	PDE_09142	NCU06034
2	2	1	PDE_00623	NCU06035
2	2	1	PDE_05595	NCU06037
2	2	1	PDE_05540	NCU06039
2	2	1	PDE_04460	NCU06041
2	2	1	PDE_05212	NCU06043
2	2	1	PDE_05983	NCU06047
2	2	1	PDE_06001	NCU06049
2	2	1	PDE_06012	NCU06052
2	2	1	PDE_06013	NCU06054
2	2	1	PDE_06000	NCU06057
2	2	1	PDE_02215	NCU06058
2	2	1	PDE_05996	NCU06059
2	2	1	PDE_00023	NCU06061
2	2	1	PDE_03414	NCU06062
2	2	1	PDE_00022	NCU06063
2	2	1	PDE_02877	NCU06066
2	2	1	PDE_08466	NCU06067
2	2	1	PDE_03846	NCU06071
2	2	1	PDE_05569	NCU06073
2	2	1	PDE_05188	NCU06075
2	2	1	PDE_06423	NCU06080
2	2	1	PDE_01870	NCU06084
2	2	1	PDE_01739	NCU06086
2	2	1	PDE_01740	NCU06088
2	2	1	PDE_01741	NCU06089
2	2	1	PDE_02662	NCU06090
2	2	1	PDE_02666	NCU06091
2	2	1	PDE_04884	NCU06095
2	2	1	PDE_01557	NCU06099
2	2	1	PDE_01523	NCU06101
2	2	1	PDE_04791	NCU06102
2	2	1	PDE_02669	NCU06104
2	2	1	PDE_02670	NCU06105
2	2	1	PDE_08227	NCU06107
2	2	1	PDE_08228	NCU06108
2	2	1	PDE_07008	NCU06110
2	2	1	PDE_04889	NCU06112
2	2	1	PDE_04964	NCU06113
2	2	1	PDE_06053	NCU06117
2	2	1	PDE_04878	NCU06118
2	2	1	PDE_04671	NCU06122
2	2	1	PDE_00638	NCU06123
2	2	1	PDE_03040	NCU00066
2	2	1	PDE_00104	NCU00065
2	2	1	PDE_05581	NCU06141
2	2	1	PDE_05266	NCU06144
2	2	1	PDE_02813	NCU06145
2	2	1	PDE_01498	NCU06149
2	2	1	PDE_04788	NCU06150
2	2	1	PDE_00163	NCU06152
2	2	1	PDE_09027	NCU06153
2	2	1	PDE_01422	NCU06159
2	2	1	PDE_05308	NCU06167
2	2	1	PDE_05443	NCU06168
2	2	1	PDE_00901	NCU06171
2	2	1	PDE_02308	NCU06173
2	2	1	PDE_09753	NCU06174
2	2	1	PDE_09752	NCU06175
2	2	1	PDE_02259	NCU06176
2	2	1	PDE_02262	NCU06179
2	2	1	PDE_01097	NCU06181
2	2	1	PDE_09352	NCU06182
2	2	1	PDE_09349	NCU06183
2	2	1	PDE_03189	NCU06187
2	2	1	PDE_09296	NCU06189
2	2	1	PDE_09331	NCU06191
2	2	1	PDE_01052	NCU06192
2	2	1	PDE_03584	NCU06193
2	2	1	PDE_01053	NCU06194
2	2	1	PDE_02295	NCU06198
2	2	1	PDE_06920	NCU06199
2	2	1	PDE_02471	NCU06200
2	2	1	PDE_02716	NCU06202
2	2	1	PDE_01024	NCU06205
2	2	1	PDE_01023	NCU06207
2	2	1	PDE_01006	NCU06209
2	2	1	PDE_01007	NCU06210
2	2	1	PDE_01008	NCU06211
2	2	1	PDE_01009	NCU06212
2	2	1	PDE_01010	NCU06213
2	2	1	PDE_01011	NCU06214
2	2	1	PDE_01012	NCU06215
2	2	1	PDE_09925	NCU06216
2	2	1	PDE_09042	NCU06217
2	2	1	PDE_03574	NCU06222
2	2	1	PDE_02290	NCU06223
2	2	1	PDE_02305	NCU06226
2	2	1	PDE_02304	NCU06227
2	2	1	PDE_09345	NCU06230
2	2	1	PDE_02303	NCU06231
2	2	1	PDE_00542	NCU06232
2	2	1	PDE_03070	NCU06238
2	2	1	PDE_03213	NCU06240
2	2	1	PDE_03215	NCU06242
2	2	1	PDE_04422	NCU06243
2	2	1	PDE_03214	NCU06244
2	2	1	PDE_01634	NCU06245
2	2	1	PDE_04191	NCU06246
2	2	1	PDE_05231	NCU06249
2	2	1	PDE_05233	NCU06250
2	2	1	PDE_05364	NCU06251
2	2	1	PDE_05238	NCU06254
2	2	1	PDE_00492	NCU06256
2	2	1	PDE_05230	NCU06257
2	2	1	PDE_06664	NCU06259
2	2	1	PDE_01170	NCU06260
2	2	1	PDE_07757	NCU06261
2	2	1	PDE_07756	NCU06262
2	2	1	PDE_07490	NCU06264
2	2	1	PDE_08582	NCU06265
2	2	1	PDE_07484	NCU06266
2	2	1	PDE_07483	NCU06267
2	2	1	PDE_07316	NCU06268
2	2	1	PDE_00767	NCU06270
2	2	1	PDE_07486	NCU06271
2	2	1	PDE_07738	NCU06272
2	2	1	PDE_07491	NCU06273
2	2	1	PDE_07823	NCU06275
2	2	1	PDE_07764	NCU06277
2	2	1	PDE_07322	NCU06278
2	2	1	PDE_03803	NCU06279
2	2	1	PDE_04749	NCU06284
2	2	1	PDE_04916	NCU06285
2	2	1	PDE_03322	NCU06296
2	2	1	PDE_06827	NCU06300
2	2	1	PDE_06079	NCU06303
2	2	1	PDE_05969	NCU06305
2	2	1	PDE_00133	NCU06306
2	2	1	PDE_07723	NCU06307
2	2	1	PDE_07668	NCU06308
2	2	1	PDE_09495	NCU06310
2	2	1	PDE_01375	NCU06311
2	2	1	PDE_07553	NCU06314
2	2	1	PDE_07549	NCU06315
2	2	1	PDE_07550	NCU06316
2	2	1	PDE_07284	NCU06317
2	2	1	PDE_07306	NCU06318
2	2	1	PDE_03080	NCU06322
2	2	1	PDE_06068	NCU06326
2	2	1	PDE_00135	NCU06330
2	2	1	PDE_02837	NCU06331
2	2	1	PDE_02836	NCU06332
2	2	1	PDE_03251	NCU06333
2	2	1	PDE_01449	NCU06336
2	2	1	PDE_01459	NCU06337
2	2	1	PDE_08087	NCU06338
2	2	1	PDE_08095	NCU06340
2	2	1	PDE_00955	NCU06341
2	2	1	PDE_07787	NCU06342
2	2	1	PDE_03829	NCU06344
2	2	1	PDE_03078	NCU06345
2	2	1	PDE_03077	NCU06346
2	2	1	PDE_00132	NCU06347
2	2	1	PDE_01457	NCU06348
2	2	1	PDE_05544	NCU06351
2	2	1	PDE_01455	NCU06352
2	2	1	PDE_02189	NCU06353
2	2	1	PDE_02188	NCU06354
2	2	1	PDE_02187	NCU06355
2	2	1	PDE_00267	NCU06360
2	2	1	PDE_08090	NCU06361
2	2	1	PDE_08086	NCU06362
2	2	1	PDE_05342	NCU06364
2	2	1	PDE_03858	NCU06365
2	2	1	PDE_04065	NCU06366
2	2	1	PDE_03855	NCU06367
2	2	1	PDE_07304	NCU06368
2	2	1	PDE_07303	NCU06369
2	2	1	PDE_07970	NCU06370
2	2	1	PDE_07307	NCU06371
2	2	1	PDE_06923	NCU06372
2	2	1	PDE_08116	NCU06374
2	2	1	PDE_01329	NCU06375
2	2	1	PDE_08119	NCU06376
2	2	1	PDE_04645	NCU06380
2	2	1	PDE_03112	NCU06381
2	2	1	PDE_01704	NCU06384
2	2	1	PDE_09604	NCU06386
2	2	1	PDE_09654	NCU06389
2	2	1	PDE_03908	NCU06390
2	2	1	PDE_05805	NCU06393
2	2	1	PDE_01304	NCU06394
2	2	1	PDE_01306	NCU06395
2	2	1	PDE_01308	NCU06396
2	2	1	PDE_01309	NCU06397
2	2	1	PDE_03249	NCU06401
2	2	1	PDE_05808	NCU06402
2	2	1	PDE_05807	NCU06403
2	2	1	PDE_05806	NCU06404
2	2	1	PDE_02741	NCU06407
2	2	1	PDE_02784	NCU06409
2	2	1	PDE_05143	NCU06410
2	2	1	PDE_09146	NCU06414
2	2	1	PDE_07439	NCU06416
2	2	1	PDE_07441	NCU06417
2	2	1	PDE_05032	NCU06418
2	2	1	PDE_02722	NCU06419
2	2	1	PDE_07444	NCU06424
2	2	1	PDE_00071	NCU06428
2	2	1	PDE_09612	NCU06429
2	2	1	PDE_02758	NCU06430
2	2	1	PDE_00491	NCU06431
2	2	1	PDE_02775	NCU06432
2	2	1	PDE_02780	NCU06433
2	2	1	PDE_03866	NCU06435
2	2	1	PDE_04222	NCU06436
2	2	1	PDE_08386	NCU06437
2	2	1	PDE_09482	NCU06438
2	2	1	PDE_09930	NCU06439
2	2	1	PDE_09929	NCU06440
2	2	1	PDE_09921	NCU06441
2	2	1	PDE_03210	NCU06444
2	2	1	PDE_03071	NCU06446
2	2	1	PDE_03906	NCU06447
2	2	1	PDE_03907	NCU06448
2	2	1	PDE_04395	NCU06449
2	2	1	PDE_09844	NCU06450
2	2	1	PDE_09843	NCU06451
2	2	1	PDE_04220	NCU06452
2	2	1	PDE_06918	NCU06453
2	2	1	PDE_01175	NCU06454
2	2	1	PDE_06907	NCU06457
2	2	1	PDE_06904	NCU06459
2	2	1	PDE_00112	NCU06460
2	2	1	PDE_00099	NCU06463
2	2	1	PDE_00053	NCU06464
2	2	1	PDE_00054	NCU06465
2	2	1	PDE_03211	NCU06468
2	2	1	PDE_02446	NCU06469
2	2	1	PDE_03209	NCU06470
2	2	1	PDE_02881	NCU06471
2	2	1	PDE_03196	NCU06472
2	2	1	PDE_03201	NCU06473
2	2	1	PDE_04353	NCU06481
2	2	1	PDE_02440	NCU06482
2	2	1	PDE_03202	NCU06483
2	2	1	PDE_00941	NCU06484
2	2	1	PDE_09294	NCU06485
2	2	1	PDE_09363	NCU06488
2	2	1	PDE_09708	NCU06489
