# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	P.oxalicum_114-2.fasta
2	2	1	PECH_002125	PDE_07689
2	2	1	PECH_002126	PDE_07688
2	2	1	PECH_002127	PDE_07686
2	2	1	PECH_002128	PDE_07685
2	2	1	PECH_002129	PDE_07684
2	2	1	PECH_002130	PDE_07683
2	2	1	PECH_002132	PDE_07681
2	2	1	PECH_002133	PDE_07680
2	2	1	PECH_002134	PDE_07679
2	2	1	PECH_002135	PDE_07676
2	2	1	PECH_002136	PDE_07675
2	2	1	PECH_002137	PDE_07674
2	2	1	PECH_002138	PDE_00959
2	2	1	PECH_002139	PDE_00961
2	2	1	PECH_002142	PDE_00963
2	2	1	PECH_002143	PDE_00964
2	2	1	PECH_002144	PDE_00965
2	2	1	PECH_002145	PDE_00966
2	2	1	PECH_002146	PDE_00968
2	2	1	PECH_002147	PDE_00969
2	2	1	PECH_002148	PDE_00970
2	2	1	PECH_002151	PDE_02019
2	2	1	PECH_002153	PDE_02020
2	2	1	PECH_002154	PDE_02021
2	2	1	PECH_002155	PDE_02022
2	2	1	PECH_002156	PDE_02023
2	2	1	PECH_002161	PDE_04982
2	2	1	PECH_002162	PDE_04983
2	2	1	PECH_002163	PDE_04984
2	2	1	PECH_000009	PDE_01860
2	2	1	PECH_002165	PDE_04985
2	2	1	PECH_002166	PDE_04988
2	2	1	PECH_002167	PDE_04989
2	2	1	PECH_002168	PDE_04990
2	2	1	PECH_002169	PDE_04991
2	2	1	PECH_002170	PDE_04992
2	2	1	PECH_002171	PDE_04993
2	2	1	PECH_002172	PDE_04994
2	2	1	PECH_002174	PDE_04996
2	2	1	PECH_002175	PDE_04997
2	2	1	PECH_002176	PDE_04998
2	2	1	PECH_002177	PDE_04999
2	2	1	PECH_002178	PDE_05000
2	2	1	PECH_002179	PDE_05001
2	2	1	PECH_002180	PDE_05002
2	2	1	PECH_002181	PDE_05003
2	2	1	PECH_002182	PDE_05004
2	2	1	PECH_002183	PDE_09653
2	2	1	PECH_002184	PDE_09652
2	2	1	PECH_002185	PDE_05521
2	2	1	PECH_002186	PDE_05522
2	2	1	PECH_002187	PDE_05523
2	2	1	PECH_002188	PDE_05524
2	2	1	PECH_002190	PDE_05527
2	2	1	PECH_002191	PDE_05528
2	2	1	PECH_002192	PDE_05529
2	2	1	PECH_002193	PDE_05530
2	2	1	PECH_002195	PDE_05532
2	2	1	PECH_002196	PDE_05534
2	2	1	PECH_002198	PDE_05537
2	2	1	PECH_002199	PDE_05538
2	2	1	PECH_002200	PDE_05539
2	2	1	PECH_002201	PDE_05540
2	2	1	PECH_002202	PDE_05541
2	2	1	PECH_002203	PDE_05543
2	2	1	PECH_002204	PDE_00973
2	2	1	PECH_002205	PDE_00974
2	2	1	PECH_002206	PDE_00975
2	2	1	PECH_002207	PDE_00976
2	2	1	PECH_002208	PDE_00977
2	2	1	PECH_002209	PDE_00978
2	2	1	PECH_002210	PDE_00979
2	2	1	PECH_002211	PDE_00980
2	2	1	PECH_002212	PDE_00981
2	2	1	PECH_002214	PDE_00983
2	2	1	PECH_002215	PDE_00985
2	2	1	PECH_002216	PDE_00986
2	2	1	PECH_002217	PDE_00987
2	2	1	PECH_002218	PDE_00988
2	2	1	PECH_002220	PDE_00989
2	2	1	PECH_002221	PDE_00990
2	2	1	PECH_002222	PDE_00991
2	2	1	PECH_002223	PDE_00992
2	2	1	PECH_002224	PDE_00993
2	2	1	PECH_002225	PDE_00994
2	2	1	PECH_002226	PDE_00995
2	2	1	PECH_002227	PDE_00996
2	2	1	PECH_002229	PDE_01916
2	2	1	PECH_002230	PDE_01917
2	2	1	PECH_002231	PDE_01918
2	2	1	PECH_002232	PDE_01919
2	2	1	PECH_002233	PDE_01921
2	2	1	PECH_002234	PDE_01922
2	2	1	PECH_002235	PDE_01923
2	2	1	PECH_002236	PDE_01924
2	2	1	PECH_002237	PDE_01925
2	2	1	PECH_002239	PDE_01928
2	2	1	PECH_002240	PDE_01929
2	2	1	PECH_002241	PDE_01930
2	2	1	PECH_002242	PDE_01931
2	2	1	PECH_002243	PDE_01932
2	2	1	PECH_002244	PDE_01933
2	2	1	PECH_002245	PDE_01934
2	2	1	PECH_002246	PDE_01935
2	2	1	PECH_002248	PDE_01937
2	2	1	PECH_002249	PDE_01938
2	2	1	PECH_002253	PDE_08335
2	2	1	PECH_002254	PDE_08336
2	2	1	PECH_002255	PDE_08337
2	2	1	PECH_002256	PDE_08338
2	2	1	PECH_002257	PDE_08339
2	2	1	PECH_002258	PDE_08340
2	2	1	PECH_002259	PDE_08341
2	2	1	PECH_002260	PDE_08342
2	2	1	PECH_002261	PDE_02959
2	2	1	PECH_002262	PDE_02960
2	2	1	PECH_002263	PDE_02961
2	2	1	PECH_002264	PDE_02962
2	2	1	PECH_002265	PDE_02963
2	2	1	PECH_002266	PDE_02964
2	2	1	PECH_002267	PDE_02965
2	2	1	PECH_002268	PDE_02966
2	2	1	PECH_002269	PDE_02967
2	2	1	PECH_002270	PDE_03209
2	2	1	PECH_002271	PDE_03208
2	2	1	PECH_002272	PDE_03207
2	2	1	PECH_002273	PDE_03206
2	2	1	PECH_002274	PDE_03205
2	2	1	PECH_002275	PDE_03204
2	2	1	PECH_002276	PDE_03202
2	2	1	PECH_002277	PDE_03201
2	2	1	PECH_002278	PDE_03200
2	2	1	PECH_002279	PDE_03199
2	2	1	PECH_002280	PDE_03196
2	2	1	PECH_002281	PDE_03195
2	2	1	PECH_002282	PDE_03194
2	2	1	PECH_002283	PDE_03193
2	2	1	PECH_002284	PDE_03192
2	2	1	PECH_002285	PDE_03191
2	2	1	PECH_002286	PDE_03190
2	2	1	PECH_002287	PDE_03189
2	2	1	PECH_002288	PDE_03187
2	2	1	PECH_002290	PDE_03065
2	2	1	PECH_002293	PDE_04586
2	2	1	PECH_002294	PDE_04587
2	2	1	PECH_002295	PDE_04588
2	2	1	PECH_002296	PDE_04589
2	2	1	PECH_002297	PDE_04590
2	2	1	PECH_002298	PDE_04591
2	2	1	PECH_002299	PDE_04592
2	2	1	PECH_002300	PDE_04593
2	2	1	PECH_002301	PDE_04594
2	2	1	PECH_002302	PDE_04595
2	2	1	PECH_002303	PDE_04596
2	2	1	PECH_002304	PDE_04597
2	2	1	PECH_002305	PDE_04598
2	2	1	PECH_002307	PDE_04600
2	2	1	PECH_002308	PDE_04602
2	2	1	PECH_002309	PDE_04603
2	2	1	PECH_002310	PDE_04604
2	2	1	PECH_002311	PDE_04605
2	2	1	PECH_002312	PDE_04606
2	2	1	PECH_002313	PDE_04607
2	2	1	PECH_002314	PDE_04609
2	2	1	PECH_002315	PDE_04610
2	2	1	PECH_002320	PDE_05808
2	2	1	PECH_002321	PDE_05807
2	2	1	PECH_002322	PDE_05806
2	2	1	PECH_002324	PDE_05805
2	2	1	PECH_002326	PDE_05803
2	2	1	PECH_002327	PDE_05802
2	2	1	PECH_002328	PDE_05801
2	2	1	PECH_002329	PDE_05800
2	2	1	PECH_002330	PDE_05799
2	2	1	PECH_002331	PDE_05798
2	2	1	PECH_002332	PDE_05797
2	2	1	PECH_002333	PDE_05796
2	2	1	PECH_002334	PDE_05795
2	2	1	PECH_002335	PDE_05794
2	2	1	PECH_002336	PDE_05793
2	2	1	PECH_002337	PDE_01997
2	2	1	PECH_002338	PDE_01998
2	2	1	PECH_002339	PDE_01999
2	2	1	PECH_002340	PDE_02000
2	2	1	PECH_002341	PDE_02001
2	2	1	PECH_002342	PDE_02002
2	2	1	PECH_002343	PDE_02003
2	2	1	PECH_002344	PDE_02004
2	2	1	PECH_002345	PDE_02005
2	2	1	PECH_002351	PDE_02006
2	2	1	PECH_002352	PDE_02007
2	2	1	PECH_002353	PDE_02008
2	2	1	PECH_002354	PDE_02009
2	2	1	PECH_002355	PDE_02010
2	2	1	PECH_002356	PDE_02011
2	2	1	PECH_002357	PDE_02012
2	2	1	PECH_002358	PDE_05612
2	2	1	PECH_002359	PDE_05613
2	2	1	PECH_002360	PDE_05614
2	2	1	PECH_002361	PDE_05615
2	2	1	PECH_002362	PDE_05616
2	2	1	PECH_002363	PDE_05617
2	2	1	PECH_002364	PDE_05619
2	2	1	PECH_002365	PDE_05620
2	2	1	PECH_002366	PDE_05621
2	2	1	PECH_002368	PDE_05623
2	2	1	PECH_002369	PDE_05624
2	2	1	PECH_002370	PDE_05625
2	2	1	PECH_002371	PDE_05626
2	2	1	PECH_002372	PDE_05627
2	2	1	PECH_002373	PDE_05628
2	2	1	PECH_002374	PDE_05629
2	2	1	PECH_002375	PDE_05630
2	2	1	PECH_002376	PDE_05631
2	2	1	PECH_002377	PDE_05632
2	2	1	PECH_002378	PDE_05633
2	2	1	PECH_002381	PDE_05634
2	2	1	PECH_002382	PDE_05635
2	2	1	PECH_002383	PDE_05637
2	2	1	PECH_002384	PDE_05638
2	2	1	PECH_002385	PDE_05639
2	2	1	PECH_002386	PDE_05640
2	2	1	PECH_002387	PDE_05641
2	2	1	PECH_002388	PDE_05642
2	2	1	PECH_002389	PDE_05643
2	2	1	PECH_002390	PDE_05644
2	2	1	PECH_002391	PDE_05645
2	2	1	PECH_002392	PDE_05646
2	2	1	PECH_002393	PDE_05647
2	2	1	PECH_002394	PDE_05648
2	2	1	PECH_002395	PDE_05649
2	2	1	PECH_002396	PDE_05650
2	2	1	PECH_002397	PDE_05651
2	2	1	PECH_002400	PDE_05652
2	2	1	PECH_002401	PDE_05653
2	2	1	PECH_002402	PDE_05654
2	2	1	PECH_002403	PDE_05655
2	2	1	PECH_002404	PDE_05656
2	2	1	PECH_002405	PDE_05657
2	2	1	PECH_002406	PDE_05658
2	2	1	PECH_002407	PDE_05660
2	2	1	PECH_002408	PDE_05661
2	2	1	PECH_002409	PDE_05662
2	2	1	PECH_002410	PDE_05663
2	2	1	PECH_002411	PDE_05665
2	2	1	PECH_002412	PDE_05666
2	2	1	PECH_002413	PDE_05667
2	2	1	PECH_002414	PDE_05668
2	2	1	PECH_002415	PDE_05669
2	2	1	PECH_002416	PDE_05674
2	2	1	PECH_002417	PDE_05675
2	2	1	PECH_002418	PDE_05676
2	2	1	PECH_002419	PDE_05677
2	2	1	PECH_002420	PDE_05678
2	2	1	PECH_002422	PDE_05681
2	2	1	PECH_002423	PDE_05682
2	2	1	PECH_002424	PDE_05683
2	2	1	PECH_002425	PDE_05686
2	2	1	PECH_002426	PDE_05687
2	2	1	PECH_002427	PDE_05688
2	2	1	PECH_002428	PDE_05689
2	2	1	PECH_002429	PDE_05690
2	2	1	PECH_002430	PDE_05691
2	2	1	PECH_002431	PDE_05692
2	2	1	PECH_002432	PDE_05693
2	2	1	PECH_002433	PDE_05694
2	2	1	PECH_002434	PDE_05695
2	2	1	PECH_002435	PDE_05696
2	2	1	PECH_002436	PDE_05697
2	2	1	PECH_002437	PDE_05698
2	2	1	PECH_002438	PDE_05699
2	2	1	PECH_002439	PDE_05701
2	2	1	PECH_002440	PDE_05702
2	2	1	PECH_002441	PDE_05703
2	2	1	PECH_002442	PDE_05704
2	2	1	PECH_002443	PDE_05706
2	2	1	PECH_002444	PDE_05707
2	2	1	PECH_002445	PDE_05708
2	2	1	PECH_002446	PDE_05709
2	2	1	PECH_002447	PDE_05710
2	2	1	PECH_002448	PDE_05711
2	2	1	PECH_002450	PDE_05712
2	2	1	PECH_002452	PDE_05713
2	2	1	PECH_002453	PDE_05714
2	2	1	PECH_002454	PDE_05715
2	2	1	PECH_002455	PDE_05716
2	2	1	PECH_002456	PDE_05717
2	2	1	PECH_002458	PDE_05723
2	2	1	PECH_002459	PDE_05721
2	2	1	PECH_002460	PDE_05718
2	2	1	PECH_002461	PDE_05726
2	2	1	PECH_002462	PDE_05727
2	2	1	PECH_002463	PDE_05728
2	2	1	PECH_002465	PDE_01559
2	2	1	PECH_002466	PDE_01560
2	2	1	PECH_002467	PDE_01561
2	2	1	PECH_002468	PDE_03668
2	2	1	PECH_002469	PDE_01562
2	2	1	PECH_002470	PDE_01564
2	2	1	PECH_002471	PDE_01565
2	2	1	PECH_002472	PDE_01566
2	2	1	PECH_002473	PDE_01567
2	2	1	PECH_002474	PDE_01568
2	2	1	PECH_002475	PDE_01569
2	2	1	PECH_002476	PDE_01570
2	2	1	PECH_002477	PDE_01571
2	2	1	PECH_002478	PDE_01572
2	2	1	PECH_002479	PDE_01573
2	2	1	PECH_002480	PDE_01574
2	2	1	PECH_002481	PDE_01575
2	2	1	PECH_002482	PDE_01576
2	2	1	PECH_002483	PDE_09995
2	2	1	PECH_002484	PDE_09994
2	2	1	PECH_002486	PDE_09992
2	2	1	PECH_002487	PDE_09991
2	2	1	PECH_002488	PDE_09990
2	2	1	PECH_002489	PDE_09988
2	2	1	PECH_002490	PDE_09987
2	2	1	PECH_002491	PDE_09986
2	2	1	PECH_002492	PDE_02682
2	2	1	PECH_002495	PDE_09985
2	2	1	PECH_002496	PDE_09984
2	2	1	PECH_002497	PDE_09982
2	2	1	PECH_002498	PDE_09981
2	2	1	PECH_002499	PDE_09979
2	2	1	PECH_002501	PDE_02526
2	2	1	PECH_002502	PDE_02525
2	2	1	PECH_002503	PDE_02524
2	2	1	PECH_002504	PDE_02523
2	2	1	PECH_002505	PDE_02522
2	2	1	PECH_002506	PDE_02520
2	2	1	PECH_002507	PDE_02519
2	2	1	PECH_002509	PDE_02517
2	2	1	PECH_002510	PDE_02516
2	2	1	PECH_002511	PDE_02515
2	2	1	PECH_002512	PDE_02514
2	2	1	PECH_002513	PDE_02513
2	2	1	PECH_002515	PDE_02512
2	2	1	PECH_002516	PDE_00402
2	2	1	PECH_002517	PDE_00401
2	2	1	PECH_002518	PDE_00400
2	2	1	PECH_002519	PDE_00398
2	2	1	PECH_002520	PDE_00397
2	2	1	PECH_002521	PDE_00396
2	2	1	PECH_002522	PDE_00395
2	2	1	PECH_002525	PDE_00393
2	2	1	PECH_002526	PDE_00391
2	2	1	PECH_002527	PDE_00390
2	2	1	PECH_002528	PDE_00389
2	2	1	PECH_002530	PDE_00385
2	2	1	PECH_002533	PDE_00378
2	2	1	PECH_002534	PDE_00377
2	2	1	PECH_002535	PDE_00376
2	2	1	PECH_002536	PDE_00375
2	2	1	PECH_002537	PDE_00374
2	2	1	PECH_002538	PDE_00373
2	2	1	PECH_002539	PDE_00372
2	2	1	PECH_002540	PDE_00371
2	2	1	PECH_000008	PDE_01859
2	2	1	PECH_002548	PDE_09103
2	2	1	PECH_002549	PDE_09097
2	2	1	PECH_002556	PDE_08257
2	2	1	PECH_002557	PDE_08256
2	2	1	PECH_002558	PDE_08255
2	2	1	PECH_002559	PDE_08254
2	2	1	PECH_002560	PDE_08253
2	2	1	PECH_002561	PDE_08252
2	2	1	PECH_002562	PDE_08251
2	2	1	PECH_002563	PDE_08250
2	2	1	PECH_002564	PDE_08249
2	2	1	PECH_002565	PDE_08248
2	2	1	PECH_002566	PDE_08246
2	2	1	PECH_002567	PDE_08245
2	2	1	PECH_002568	PDE_08244
2	2	1	PECH_002570	PDE_08830
2	2	1	PECH_002571	PDE_08831
2	2	1	PECH_002572	PDE_08832
2	2	1	PECH_002573	PDE_08833
2	2	1	PECH_002574	PDE_08834
2	2	1	PECH_002575	PDE_08835
2	2	1	PECH_002576	PDE_08836
2	2	1	PECH_002577	PDE_08838
2	2	1	PECH_002578	PDE_08839
2	2	1	PECH_002580	PDE_08840
2	2	1	PECH_002581	PDE_08841
2	2	1	PECH_002582	PDE_08842
2	2	1	PECH_002583	PDE_08844
2	2	1	PECH_002584	PDE_08845
2	2	1	PECH_002585	PDE_08848
2	2	1	PECH_002586	PDE_08849
2	2	1	PECH_002587	PDE_08850
2	2	1	PECH_002588	PDE_08851
2	2	1	PECH_002589	PDE_08852
2	2	1	PECH_002590	PDE_07029
2	2	1	PECH_002591	PDE_07030
2	2	1	PECH_002592	PDE_07032
2	2	1	PECH_002593	PDE_07033
2	2	1	PECH_002594	PDE_07034
2	2	1	PECH_002596	PDE_07035
2	2	1	PECH_002598	PDE_07036
2	2	1	PECH_002599	PDE_07037
2	2	1	PECH_002600	PDE_07038
2	2	1	PECH_002601	PDE_07039
2	2	1	PECH_002602	PDE_07040
2	2	1	PECH_002604	PDE_07042
2	2	1	PECH_002606	PDE_07043
2	2	1	PECH_002607	PDE_07044
2	2	1	PECH_002608	PDE_07046
2	2	1	PECH_002609	PDE_07047
2	2	1	PECH_002610	PDE_07048
2	2	1	PECH_002611	PDE_06443
2	2	1	PECH_002612	PDE_06444
2	2	1	PECH_002613	PDE_06445
2	2	1	PECH_002614	PDE_06446
2	2	1	PECH_002616	PDE_06448
2	2	1	PECH_002617	PDE_06449
2	2	1	PECH_002618	PDE_06450
2	2	1	PECH_002620	PDE_06451
2	2	1	PECH_002621	PDE_06452
2	2	1	PECH_002622	PDE_06453
2	2	1	PECH_002623	PDE_06454
2	2	1	PECH_002624	PDE_06455
2	2	1	PECH_002625	PDE_06458
2	2	1	PECH_002626	PDE_06461
2	2	1	PECH_002628	PDE_02140
2	2	1	PECH_002629	PDE_02139
2	2	1	PECH_002631	PDE_02144
2	2	1	PECH_002632	PDE_02145
2	2	1	PECH_002633	PDE_02146
2	2	1	PECH_002634	PDE_02147
2	2	1	PECH_002635	PDE_02150
2	2	1	PECH_002636	PDE_02151
2	2	1	PECH_002637	PDE_02152
2	2	1	PECH_002638	PDE_02153
2	2	1	PECH_002639	PDE_02154
2	2	1	PECH_002640	PDE_02155
2	2	1	PECH_002641	PDE_02156
2	2	1	PECH_002643	PDE_02160
2	2	1	PECH_002646	PDE_03328
2	2	1	PECH_002647	PDE_03329
2	2	1	PECH_002648	PDE_03331
2	2	1	PECH_002650	PDE_03334
2	2	1	PECH_002651	PDE_03337
2	2	1	PECH_002652	PDE_03339
2	2	1	PECH_002653	PDE_03340
2	2	1	PECH_002654	PDE_03341
2	2	1	PECH_002655	PDE_03344
2	2	1	PECH_002656	PDE_03345
2	2	1	PECH_002657	PDE_03346
2	2	1	PECH_002659	PDE_03347
2	2	1	PECH_002660	PDE_03349
2	2	1	PECH_002662	PDE_03350
2	2	1	PECH_002663	PDE_03351
2	2	1	PECH_002664	PDE_03352
2	2	1	PECH_002665	PDE_03353
2	2	1	PECH_002666	PDE_03354
2	2	1	PECH_002667	PDE_03356
2	2	1	PECH_002668	PDE_03357
2	2	1	PECH_002669	PDE_03358
2	2	1	PECH_002670	PDE_03359
2	2	1	PECH_002671	PDE_03360
2	2	1	PECH_002672	PDE_03361
2	2	1	PECH_002673	PDE_03362
2	2	1	PECH_002674	PDE_03364
2	2	1	PECH_002675	PDE_03365
2	2	1	PECH_002676	PDE_03366
2	2	1	PECH_002677	PDE_03367
2	2	1	PECH_002679	PDE_03369
2	2	1	PECH_002680	PDE_03370
2	2	1	PECH_002681	PDE_03371
2	2	1	PECH_002682	PDE_03372
2	2	1	PECH_002683	PDE_03373
2	2	1	PECH_002684	PDE_03374
2	2	1	PECH_002685	PDE_03375
2	2	1	PECH_002686	PDE_03377
2	2	1	PECH_002687	PDE_03378
2	2	1	PECH_002691	PDE_03379
2	2	1	PECH_002693	PDE_03381
2	2	1	PECH_002694	PDE_03382
2	2	1	PECH_002695	PDE_03383
2	2	1	PECH_002696	PDE_03384
2	2	1	PECH_002697	PDE_03385
2	2	1	PECH_002698	PDE_03386
2	2	1	PECH_002699	PDE_03387
2	2	1	PECH_002700	PDE_03388
2	2	1	PECH_002701	PDE_03389
2	2	1	PECH_002702	PDE_03390
2	2	1	PECH_002703	PDE_03391
2	2	1	PECH_002704	PDE_03392
2	2	1	PECH_002705	PDE_03393
2	2	1	PECH_002706	PDE_03394
2	2	1	PECH_002707	PDE_03396
2	2	1	PECH_002708	PDE_03397
2	2	1	PECH_002709	PDE_03399
2	2	1	PECH_002710	PDE_03400
2	2	1	PECH_002711	PDE_03401
2	2	1	PECH_002712	PDE_03402
2	2	1	PECH_002713	PDE_03403
2	2	1	PECH_002714	PDE_03404
2	2	1	PECH_002715	PDE_03406
2	2	1	PECH_002719	PDE_03408
2	2	1	PECH_002720	PDE_03411
2	2	1	PECH_002721	PDE_03412
2	2	1	PECH_002722	PDE_03413
2	2	1	PECH_002723	PDE_03414
2	2	1	PECH_002724	PDE_03415
2	2	1	PECH_002725	PDE_03416
2	2	1	PECH_002726	PDE_03417
2	2	1	PECH_002727	PDE_03418
2	2	1	PECH_002728	PDE_03419
2	2	1	PECH_002729	PDE_03420
2	2	1	PECH_002730	PDE_03421
2	2	1	PECH_002731	PDE_02915
2	2	1	PECH_002732	PDE_02916
2	2	1	PECH_002733	PDE_02917
2	2	1	PECH_002734	PDE_02918
2	2	1	PECH_002735	PDE_02919
2	2	1	PECH_002736	PDE_02920
2	2	1	PECH_002737	PDE_02921
2	2	1	PECH_002738	PDE_02922
2	2	1	PECH_002739	PDE_02923
2	2	1	PECH_002740	PDE_02924
2	2	1	PECH_002741	PDE_02925
2	2	1	PECH_002743	PDE_02926
2	2	1	PECH_002744	PDE_02927
2	2	1	PECH_002745	PDE_02928
2	2	1	PECH_002746	PDE_02929
2	2	1	PECH_002747	PDE_02932
2	2	1	PECH_002748	PDE_02934
2	2	1	PECH_002749	PDE_02935
2	2	1	PECH_002750	PDE_02936
2	2	1	PECH_002751	PDE_02937
2	2	1	PECH_002752	PDE_02764
2	2	1	PECH_002755	PDE_02765
2	2	1	PECH_002756	PDE_02767
2	2	1	PECH_002757	PDE_02768
2	2	1	PECH_002760	PDE_02769
2	2	1	PECH_002761	PDE_02775
2	2	1	PECH_002762	PDE_01240
2	2	1	PECH_002763	PDE_02774
2	2	1	PECH_002764	PDE_02773
2	2	1	PECH_002765	PDE_02772
2	2	1	PECH_002766	PDE_02776
2	2	1	PECH_002768	PDE_02778
2	2	1	PECH_002769	PDE_02779
2	2	1	PECH_002770	PDE_02780
2	2	1	PECH_002771	PDE_02781
2	2	1	PECH_002772	PDE_03286
2	2	1	PECH_002773	PDE_03287
2	2	1	PECH_002774	PDE_03288
2	2	1	PECH_002775	PDE_03290
2	2	1	PECH_002776	PDE_03291
2	2	1	PECH_002777	PDE_03292
2	2	1	PECH_002778	PDE_03294
2	2	1	PECH_002780	PDE_03296
2	2	1	PECH_002781	PDE_03298
2	2	1	PECH_002782	PDE_03299
2	2	1	PECH_002783	PDE_03300
2	2	1	PECH_002784	PDE_03301
2	2	1	PECH_002786	PDE_03302
2	2	1	PECH_000007	PDE_01858
2	2	1	PECH_002789	PDE_09353
2	2	1	PECH_002790	PDE_03619
2	2	1	PECH_002791	PDE_03617
2	2	1	PECH_002792	PDE_03616
2	2	1	PECH_002793	PDE_03615
2	2	1	PECH_002794	PDE_03614
2	2	1	PECH_002795	PDE_03613
2	2	1	PECH_002796	PDE_03612
2	2	1	PECH_002797	PDE_03611
2	2	1	PECH_002800	PDE_03592
2	2	1	PECH_002801	PDE_03593
2	2	1	PECH_002802	PDE_03594
2	2	1	PECH_002803	PDE_08379
2	2	1	PECH_002805	PDE_08631
2	2	1	PECH_002806	PDE_08632
2	2	1	PECH_002807	PDE_08634
2	2	1	PECH_002809	PDE_08635
2	2	1	PECH_002810	PDE_08636
2	2	1	PECH_002811	PDE_08637
2	2	1	PECH_002812	PDE_08638
2	2	1	PECH_002813	PDE_08639
2	2	1	PECH_002814	PDE_08640
2	2	1	PECH_002815	PDE_08642
2	2	1	PECH_002816	PDE_08643
2	2	1	PECH_002817	PDE_08644
2	2	1	PECH_002818	PDE_08645
2	2	1	PECH_002819	PDE_00177
2	2	1	PECH_002820	PDE_00176
2	2	1	PECH_002821	PDE_00175
2	2	1	PECH_002822	PDE_00174
2	2	1	PECH_002823	PDE_00173
2	2	1	PECH_002824	PDE_00172
2	2	1	PECH_002825	PDE_00171
2	2	1	PECH_002826	PDE_00170
2	2	1	PECH_002827	PDE_00169
2	2	1	PECH_002828	PDE_00167
2	2	1	PECH_002829	PDE_00166
2	2	1	PECH_002830	PDE_00165
2	2	1	PECH_002831	PDE_00164
2	2	1	PECH_002832	PDE_00163
2	2	1	PECH_002833	PDE_00162
2	2	1	PECH_002837	PDE_00160
2	2	1	PECH_002838	PDE_07595
2	2	1	PECH_002839	PDE_07594
2	2	1	PECH_002840	PDE_07593
2	2	1	PECH_002841	PDE_07592
2	2	1	PECH_002842	PDE_07591
2	2	1	PECH_002843	PDE_07588
2	2	1	PECH_002844	PDE_07567
2	2	1	PECH_002845	PDE_07587
2	2	1	PECH_002847	PDE_07586
2	2	1	PECH_002848	PDE_07585
2	2	1	PECH_002851	PDE_07584
2	2	1	PECH_002852	PDE_07583
2	2	1	PECH_002853	PDE_07581
2	2	1	PECH_002854	PDE_07580
2	2	1	PECH_002855	PDE_07579
2	2	1	PECH_002856	PDE_07576
2	2	1	PECH_002858	PDE_02996
2	2	1	PECH_002860	PDE_02995
2	2	1	PECH_002861	PDE_02994
2	2	1	PECH_002863	PDE_02993
2	2	1	PECH_002864	PDE_02992
2	2	1	PECH_002865	PDE_02991
2	2	1	PECH_002866	PDE_02990
2	2	1	PECH_002867	PDE_02989
2	2	1	PECH_002868	PDE_02988
2	2	1	PECH_002869	PDE_02987
2	2	1	PECH_002870	PDE_00422
2	2	1	PECH_002871	PDE_00424
2	2	1	PECH_002872	PDE_00426
2	2	1	PECH_002873	PDE_00427
2	2	1	PECH_002874	PDE_00428
2	2	1	PECH_002875	PDE_00429
2	2	1	PECH_002876	PDE_00430
2	2	1	PECH_002877	PDE_00431
2	2	1	PECH_002878	PDE_00432
2	2	1	PECH_002880	PDE_00436
2	2	1	PECH_002882	PDE_08746
2	2	1	PECH_002883	PDE_08747
2	2	1	PECH_002884	PDE_08748
2	2	1	PECH_002885	PDE_08749
2	2	1	PECH_002886	PDE_08750
2	2	1	PECH_002887	PDE_08751
2	2	1	PECH_002888	PDE_08752
2	2	1	PECH_002889	PDE_08753
2	2	1	PECH_002890	PDE_08755
2	2	1	PECH_002891	PDE_08756
2	2	1	PECH_002892	PDE_08757
2	2	1	PECH_002893	PDE_08758
2	2	1	PECH_002894	PDE_08759
2	2	1	PECH_002896	PDE_08760
2	2	1	PECH_002897	PDE_08761
2	2	1	PECH_002898	PDE_08762
2	2	1	PECH_002899	PDE_08763
2	2	1	PECH_002900	PDE_08764
2	2	1	PECH_002901	PDE_08765
2	2	1	PECH_002902	PDE_08766
2	2	1	PECH_002903	PDE_03520
2	2	1	PECH_002904	PDE_03519
2	2	1	PECH_002905	PDE_03518
2	2	1	PECH_002906	PDE_03516
2	2	1	PECH_002908	PDE_03514
2	2	1	PECH_002909	PDE_03513
2	2	1	PECH_002910	PDE_03512
2	2	1	PECH_002911	PDE_03511
2	2	1	PECH_002912	PDE_03510
2	2	1	PECH_002913	PDE_03509
2	2	1	PECH_002914	PDE_03508
2	2	1	PECH_002915	PDE_03506
2	2	1	PECH_002916	PDE_03505
2	2	1	PECH_002917	PDE_03504
2	2	1	PECH_002918	PDE_03503
2	2	1	PECH_002919	PDE_03502
2	2	1	PECH_002920	PDE_03501
2	2	1	PECH_002921	PDE_05211
2	2	1	PECH_002922	PDE_03522
2	2	1	PECH_002923	PDE_03523
2	2	1	PECH_002924	PDE_03524
2	2	1	PECH_002925	PDE_03525
2	2	1	PECH_002926	PDE_03526
2	2	1	PECH_002927	PDE_03527
2	2	1	PECH_002928	PDE_03528
2	2	1	PECH_002929	PDE_03529
2	2	1	PECH_002930	PDE_03530
2	2	1	PECH_002931	PDE_03533
2	2	1	PECH_002932	PDE_03534
2	2	1	PECH_002933	PDE_03535
2	2	1	PECH_002935	PDE_03536
2	2	1	PECH_002936	PDE_03538
2	2	1	PECH_002937	PDE_03539
2	2	1	PECH_002938	PDE_03540
2	2	1	PECH_002939	PDE_03541
2	2	1	PECH_002940	PDE_03542
2	2	1	PECH_002941	PDE_03543
2	2	1	PECH_002942	PDE_03544
