# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Scerevisiae_S288C.fasta
2	2	1	PECH_004494	YLR243W
2	2	1	PECH_008007	YLR244C
2	2	1	PECH_001583	YLR245C
2	2	1	PECH_007573	YLR246W
2	2	1	PECH_003223	YLR248W
2	2	1	PECH_000835	YBL057C
2	2	1	PECH_006485	YLR250W
2	2	1	PECH_005736	YLR251W
2	2	1	PECH_001737	YLR253W
2	2	1	PECH_006261	YLR259C
2	2	1	PECH_002794	YBL055C
2	2	1	PECH_008310	YLR262C
2	2	1	PECH_001545	YLR262C-A
2	2	1	PECH_002076	YBL050W
2	2	1	PECH_002944	YLR268W
2	2	1	PECH_008366	YBL049W
2	2	1	PECH_007648	YLR272C
2	2	1	PECH_008544	YLR274W
2	2	1	PECH_003347	YLR275W
2	2	1	PECH_004704	YLR276C
2	2	1	PECH_007418	YLR277C
2	2	1	PECH_002954	YLR284C
2	2	1	PECH_000372	YLR285W
2	2	1	PECH_008586	YLR286C
2	2	1	PECH_006774	YBL041W
2	2	1	PECH_003545	YLR289W
2	2	1	PECH_007446	YLR290C
2	2	1	PECH_008078	YLR291C
2	2	1	PECH_001620	YBL040C
2	2	1	PECH_007816	YLR295C
2	2	1	PECH_005622	YLR299W
2	2	1	PECH_004990	YBL038W
2	2	1	PECH_003274	YLR303W
2	2	1	PECH_005965	YLR304C
2	2	1	PECH_001502	YLR305C
2	2	1	PECH_007273	YLR306W
2	2	1	PECH_007237	YLR307W
2	2	1	PECH_008999	YLR314C
2	2	1	PECH_006412	YLR319C
2	2	1	PECH_001056	YLR324W
2	2	1	PECH_002382	YLR325C
2	2	1	PECH_003178	YLR336C
2	2	1	PECH_004100	YLR340W
2	2	1	PECH_000342	YLR345W
2	2	1	PECH_006527	YLR347C
2	2	1	PECH_002061	YLR348C
2	2	1	PECH_005998	YLR351C
2	2	1	PECH_005327	YLR354C
2	2	1	PECH_007267	YLR355C
2	2	1	PECH_002287	YLR359W
2	2	1	PECH_007904	YLR361C
2	2	1	PECH_003503	YLR362W
2	2	1	PECH_006173	YLR370C
2	2	1	PECH_005859	YLR371W
2	2	1	PECH_000626	YLR377C
2	2	1	PECH_008660	YLR378C
2	2	1	PECH_001119	YLR380W
2	2	1	PECH_001232	YLR382C
2	2	1	PECH_007639	YLR383W
2	2	1	PECH_001703	YLR384C
2	2	1	PECH_005961	YLR386W
2	2	1	PECH_001122	YLR388W
2	2	1	PECH_006161	YLR389C
2	2	1	PECH_004896	YLR393W
2	2	1	PECH_002324	YLR397C
2	2	1	PECH_005105	YLR398C
2	2	1	PECH_005656	YLR401C
2	2	1	PECH_005652	YLR403W
2	2	1	PECH_000573	YLR409C
2	2	1	PECH_000572	YLR410W
2	2	1	PECH_008395	YLR411W
2	2	1	PECH_002441	YLR417W
2	2	1	PECH_004632	YLR418C
2	2	1	PECH_000419	YLR419W
2	2	1	PECH_001154	YLR420W
2	2	1	PECH_004793	YLR427W
2	2	1	PECH_008986	YLR429W
2	2	1	PECH_002659	YLR430W
2	2	1	PECH_006356	YBL037W
2	2	1	PECH_001911	YLR435W
2	2	1	PECH_003359	YLR438C-A
2	2	1	PECH_001350	YLR438W
2	2	1	PECH_006357	YBL036C
2	2	1	PECH_006897	YLR447C
2	2	1	PECH_003706	YBL035C
2	2	1	PECH_002829	YBL033C
2	2	1	PECH_006187	YLR459W
2	2	1	PECH_003418	YML001W
2	2	1	PECH_004136	YML004C
2	2	1	PECH_007125	YML008C
2	2	1	PECH_006216	YML010W
2	2	1	PECH_002254	YML012W
2	2	1	PECH_008255	YML014W
2	2	1	PECH_003414	YML018C
2	2	1	PECH_001812	YML021C
2	2	1	PECH_001729	YML022W
2	2	1	PECH_003731	YML025C
2	2	1	PECH_003572	YML030W
2	2	1	PECH_004091	YML035C
2	2	1	PECH_007695	YML038C
2	2	1	PECH_004963	YML042W
2	2	1	PECH_006116	YML049C
2	2	1	PECH_005942	YML052W
2	2	1	PECH_000732	YML054C
2	2	1	PECH_000754	YML059C
2	2	1	PECH_000304	YML060W
2	2	1	PECH_001067	YML061C
2	2	1	PECH_006625	YML064C
2	2	1	PECH_004500	YML065W
2	2	1	PECH_008173	YML067C
2	2	1	PECH_008998	YML069W
2	2	1	PECH_005170	YBL026W
2	2	1	PECH_005588	YML073C
2	2	1	PECH_000095	YML077W
2	2	1	PECH_002225	YML078W
2	2	1	PECH_001160	YML080W
2	2	1	PECH_005947	YML081C-A
2	2	1	PECH_003995	YBL024W
2	2	1	PECH_000890	YML086C
2	2	1	PECH_000135	YML092C
2	2	1	PECH_005794	YML093W
2	2	1	PECH_004502	YML094W
2	2	1	PECH_000632	YML096W
2	2	1	PECH_008068	YML098W
2	2	1	PECH_000364	YBL023C
2	2	1	PECH_000463	YML102W
2	2	1	PECH_007416	YML105C
2	2	1	PECH_004571	YBL022C
2	2	1	PECH_008684	YML110C
2	2	1	PECH_008443	YML121W
2	2	1	PECH_004639	YML123C
2	2	1	PECH_001264	YML126C
2	2	1	PECH_003051	YML130C
2	2	1	PECH_001102	YML131W
2	2	1	PECH_007562	YMR002W
2	2	1	PECH_006616	YMR004W
2	2	1	PECH_003041	YBL020W
2	2	1	PECH_002984	YMR009W
2	2	1	PECH_008578	YMR010W
2	2	1	PECH_006919	YMR012W
2	2	1	PECH_004439	YMR015C
2	2	1	PECH_004105	YMR017W
2	2	1	PECH_008626	YMR022W
2	2	1	PECH_003749	YMR023C
2	2	1	PECH_004067	YMR024W
2	2	1	PECH_005512	YMR027W
2	2	1	PECH_006475	YMR028W
2	2	1	PECH_007616	YMR034C
2	2	1	PECH_002155	YMR035W
2	2	1	PECH_004113	YMR038C
2	2	1	PECH_001054	YMR041C
2	2	1	PECH_008052	YMR049C
2	2	1	PECH_003579	YMR055C
2	2	1	PECH_001396	YMR058W
2	2	1	PECH_001216	YMR061W
2	2	1	PECH_008666	YMR062C
2	2	1	PECH_007819	YMR071C
2	2	1	PECH_007564	YMR074C
2	2	1	PECH_008055	YMR077C
2	2	1	PECH_001003	YMR079W
2	2	1	PECH_009034	YMR080C
2	2	1	PECH_007540	YBL019W
2	2	1	PECH_005907	YMR089C
2	2	1	PECH_001790	YMR092C
2	2	1	PECH_002353	YMR093W
2	2	1	PECH_001884	YMR095C
2	2	1	PECH_005876	YMR097C
2	2	1	PECH_002186	YMR099C
2	2	1	PECH_003393	YMR100W
2	2	1	PECH_001259	YMR105C
2	2	1	PECH_008338	YMR108W
2	2	1	PECH_005372	YMR110C
2	2	1	PECH_001876	YMR113W
2	2	1	PECH_002258	YMR114C
2	2	1	PECH_002256	YMR116C
2	2	1	PECH_005849	YMR118C
2	2	1	PECH_002962	YMR128W
2	2	1	PECH_007645	YMR129W
2	2	1	PECH_000010	YMR130W
2	2	1	PECH_006624	YMR131C
2	2	1	PECH_000228	YMR132C
2	2	1	PECH_005169	YMR137C
2	2	1	PECH_000346	YMR139W
2	2	1	PECH_006656	YMR145C
2	2	1	PECH_000040	YMR146C
2	2	1	PECH_003733	YMR150C
2	2	1	PECH_002082	YMR152W
2	2	1	PECH_004743	YMR155W
2	2	1	PECH_007022	YMR156C
2	2	1	PECH_006967	YMR158W
2	2	1	PECH_006684	YMR161W
2	2	1	PECH_003621	YMR162C
2	2	1	PECH_004045	YMR165C
2	2	1	PECH_009009	YMR166C
2	2	1	PECH_006481	YMR167W
2	2	1	PECH_001582	YBL017C
2	2	1	PECH_000883	YMR171C
2	2	1	PECH_002854	YMR178W
2	2	1	PECH_002612	YBL015W
2	2	1	PECH_007143	YMR189W
2	2	1	PECH_001958	YMR194C-B
2	2	1	PECH_007006	YBL013W
2	2	1	PECH_004977	YMR196W
2	2	1	PECH_008115	YMR197C
2	2	1	PECH_000150	YMR200W
2	2	1	PECH_006180	YMR201C
2	2	1	PECH_005813	YMR202W
2	2	1	PECH_000343	YMR203W
2	2	1	PECH_003366	YIL164C
2	2	1	PECH_001458	YMR210W
2	2	1	PECH_003960	YMR211W
2	2	1	PECH_005215	YMR214W
2	2	1	PECH_000619	YBL011W
2	2	1	PECH_000728	YMR216C
2	2	1	PECH_000540	YMR217W
2	2	1	PECH_003104	YMR220W
2	2	1	PECH_005757	YMR221C
2	2	1	PECH_006401	YBL008W
2	2	1	PECH_001121	YMR223W
2	2	1	PECH_007362	YMR224C
2	2	1	PECH_002852	YMR226C
2	2	1	PECH_000427	YMR229C
2	2	1	PECH_006795	YBL007C
2	2	1	PECH_006619	YMR231W
2	2	1	PECH_000217	YMR233W
2	2	1	PECH_004801	YMR234W
2	2	1	PECH_007498	YMR235C
2	2	1	PECH_004038	YMR236W
2	2	1	PECH_007311	YBL004W
2	2	1	PECH_004717	YMR241W
2	2	1	PECH_007248	YBL001C
2	2	1	PECH_003946	YMR243C
2	2	1	PECH_002178	YMR244C-A
2	2	1	PECH_007940	YMR244W
2	2	1	PECH_006108	YMR250W
2	2	1	PECH_001963	YAR035W
2	2	1	PECH_002701	YMR260C
2	2	1	PECH_004430	YMR262W
2	2	1	PECH_002727	YAR018C
2	2	1	PECH_000871	YMR272C
2	2	1	PECH_001238	YMR274C
2	2	1	PECH_006115	YMR276W
2	2	1	PECH_008740	YMR277W
2	2	1	PECH_003199	YMR278W
2	2	1	PECH_003361	YMR281W
2	2	1	PECH_008471	YMR283C
2	2	1	PECH_000830	YMR286W
2	2	1	PECH_000846	YMR288W
2	2	1	PECH_008893	YMR289W
2	2	1	PECH_005353	YMR290C
2	2	1	PECH_000745	YMR292W
2	2	1	PECH_000554	YMR293C
2	2	1	PECH_002564	YMR296C
2	2	1	PECH_006099	YMR297W
2	2	1	PECH_002918	YMR300C
2	2	1	PECH_005958	YMR301C
2	2	1	PECH_004833	YMR302C
2	2	1	PECH_004333	YMR304W
2	2	1	PECH_007543	YAR015W
2	2	1	PECH_008939	YMR308C
2	2	1	PECH_002415	YMR309C
2	2	1	PECH_008043	YMR313C
2	2	1	PECH_001480	YMR314W
2	2	1	PECH_003806	YAR008W
2	2	1	PECH_003043	YAR007C
2	2	1	PECH_001488	YMR319C
2	2	1	PECH_006064	YNL001W
2	2	1	PECH_003449	YNL003C
2	2	1	PECH_002599	YNL006W
2	2	1	PECH_005504	YNL007C
2	2	1	PECH_007903	YNL010W
2	2	1	PECH_003352	YNL011C
2	2	1	PECH_006651	YNL016W
2	2	1	PECH_006162	YNL021W
2	2	1	PECH_001314	YNL022C
2	2	1	PECH_005632	YNL023C
2	2	1	PECH_008873	YNL024C
2	2	1	PECH_002117	YNL025C
2	2	1	PECH_003934	YNL026W
2	2	1	PECH_005641	YNL035C
2	2	1	PECH_004673	YNL036W
2	2	1	PECH_006785	YNL037C
2	2	1	PECH_003789	YNL044W
2	2	1	PECH_006868	YNL045W
2	2	1	PECH_005008	YNL048W
2	2	1	PECH_005466	YNL052W
2	2	1	PECH_001752	YNL055C
2	2	1	PECH_000748	YNL059C
2	2	1	PECH_006723	YNL061W
2	2	1	PECH_006174	YNL062C
2	2	1	PECH_004093	YNL064C
2	2	1	PECH_000318	YNL070W
2	2	1	PECH_002638	YNL071W
2	2	1	PECH_008258	YNL072W
2	2	1	PECH_001832	YNL075W
2	2	1	PECH_006709	YNL081C
2	2	1	PECH_004741	YNL082W
2	2	1	PECH_002118	YNL083W
2	2	1	PECH_001826	YNL084C
2	2	1	PECH_006082	YNL088W
2	2	1	PECH_001211	YNL090W
2	2	1	PECH_002876	YNL092W
2	2	1	PECH_005643	YAR003W
2	2	1	PECH_005355	YAL053W
2	2	1	PECH_004519	YNL102W
2	2	1	PECH_001858	YAL049C
2	2	1	PECH_007746	YAL048C
2	2	1	PECH_007445	YNL107W
2	2	1	PECH_006525	YNL108C
2	2	1	PECH_007765	YNL111C
2	2	1	PECH_004515	YNL112W
2	2	1	PECH_001450	YNL113W
2	2	1	PECH_007205	YNL115C
2	2	1	PECH_008894	YNL121C
2	2	1	PECH_006090	YNL123W
2	2	1	PECH_007266	YNL125C
2	2	1	PECH_006671	YNL131W
2	2	1	PECH_002864	YNL132W
2	2	1	PECH_002433	YNL135C
2	2	1	PECH_007461	YNL137C
2	2	1	PECH_006276	YNL141W
2	2	1	PECH_004222	YNL142W
2	2	1	PECH_004002	YNL147W
2	2	1	PECH_002874	YNL153C
2	2	1	PECH_000699	YNL161W
2	2	1	PECH_003657	YNL163C
2	2	1	PECH_000243	YNL168C
2	2	1	PECH_006523	YNL169C
2	2	1	PECH_000965	YNL172W
2	2	1	PECH_000975	YNL175C
2	2	1	PECH_007482	YNL178W
2	2	1	PECH_003635	YNL181W
2	2	1	PECH_006470	YNL185C
2	2	1	PECH_000424	YNL189W
2	2	1	PECH_006653	YNL191W
2	2	1	PECH_000006	YNL192W
2	2	1	PECH_008463	YNL200C
2	2	1	PECH_008434	YNL201C
2	2	1	PECH_003853	YNL202W
2	2	1	PECH_007013	YNL206C
2	2	1	PECH_006479	YNL207W
2	2	1	PECH_000025	YNL212W
2	2	1	PECH_003248	YNL217W
2	2	1	PECH_004680	YNL218W
2	2	1	PECH_007949	YNL219C
2	2	1	PECH_006542	YNL220W
2	2	1	PECH_002682	YNL221C
2	2	1	PECH_008392	YNL222W
2	2	1	PECH_007628	YNL223W
2	2	1	PECH_001593	YNL229C
2	2	1	PECH_003705	YNL231C
2	2	1	PECH_003656	YNL232W
2	2	1	PECH_000108	YNL237W
2	2	1	PECH_000915	YNL238W
2	2	1	PECH_000692	YNL240C
2	2	1	PECH_002236	YNL241C
2	2	1	PECH_007537	YNL243W
2	2	1	PECH_007548	YNL244C
2	2	1	PECH_008632	YNL247W
2	2	1	PECH_007908	YNL250W
2	2	1	PECH_007620	YNL252C
2	2	1	PECH_005091	YNL256W
2	2	1	PECH_007067	YNL259C
2	2	1	PECH_008823	YNL262W
2	2	1	PECH_002909	YNL263C
2	2	1	PECH_007935	YNL265C
2	2	1	PECH_003748	YNL271C
2	2	1	PECH_006334	YNL273W
2	2	1	PECH_005741	YAL044W-A
2	2	1	PECH_008908	YNL275W
2	2	1	PECH_003896	YNL277W
2	2	1	PECH_004677	YNL279W
2	2	1	PECH_007472	YNL280C
2	2	1	PECH_006662	YNL284C
2	2	1	PECH_004221	YNL286W
2	2	1	PECH_005920	YNL287W
2	2	1	PECH_000645	YNL288W
2	2	1	PECH_006172	YNL290W
2	2	1	PECH_000076	YNL291C
2	2	1	PECH_003399	YNL292W
2	2	1	PECH_005687	YNL293W
2	2	1	PECH_000085	YNL298W
2	2	1	PECH_001053	YNL299W
2	2	1	PECH_006644	YAL044C
2	2	1	PECH_005313	YNL305C
2	2	1	PECH_004217	YNL308C
2	2	1	PECH_000475	YNL312W
2	2	1	PECH_001607	YNL313C
2	2	1	PECH_003529	YNL315C
2	2	1	PECH_000059	YNL316C
2	2	1	PECH_005633	YNL320W
2	2	1	PECH_003929	YNL321W
2	2	1	PECH_005433	YNL325C
2	2	1	PECH_005883	YNL326C
2	2	1	PECH_000585	YNL329C
2	2	1	PECH_006020	YNL330C
2	2	1	PECH_002269	YAL042W
2	2	1	PECH_003269	YNR001C
2	2	1	PECH_007712	YNR003C
2	2	1	PECH_007763	YNR006W
2	2	1	PECH_008663	YNR007C
2	2	1	PECH_000993	YNR008W
2	2	1	PECH_005250	YNR011C
2	2	1	PECH_007674	YNR012W
2	2	1	PECH_005801	YNR013C
2	2	1	PECH_002245	YNR015W
2	2	1	PECH_007843	YNR016C
2	2	1	PECH_008158	YNR017W
2	2	1	PECH_001656	YNR018W
2	2	1	PECH_001859	YNR019W
2	2	1	PECH_006848	YNR020C
2	2	1	PECH_004573	YNR029C
2	2	1	PECH_000909	YNR030W
2	2	1	PECH_004223	YNR031C
2	2	1	PECH_006514	YNR032W
2	2	1	PECH_001246	YNR033W
2	2	1	PECH_002301	YNR035C
2	2	1	PECH_003101	YNR036C
2	2	1	PECH_006505	YNR037C
2	2	1	PECH_007405	YNR038W
2	2	1	PECH_008865	YNR041C
2	2	1	PECH_001706	YNR043W
2	2	1	PECH_007222	YNR046W
2	2	1	PECH_000621	YNR050C
2	2	1	PECH_003863	YNR052C
2	2	1	PECH_001359	YNR053C
2	2	1	PECH_006810	YNR055C
2	2	1	PECH_000761	YNR058W
2	2	1	PECH_005795	YNR067C
2	2	1	PECH_004144	YNR070W
2	2	1	PECH_008324	YOL002C
2	2	1	PECH_001974	YOL003C
2	2	1	PECH_002613	YOL004W
2	2	1	PECH_001017	YOL005C
2	2	1	PECH_002860	YOL006C
2	2	1	PECH_006806	YOL010W
2	2	1	PECH_006165	YOL012C
2	2	1	PECH_007231	YOL018C
2	2	1	PECH_000662	YOL021C
2	2	1	PECH_005057	YOL023W
2	2	1	PECH_008200	YOL030W
2	2	1	PECH_000401	YOL033W
2	2	1	PECH_002730	YOL034W
2	2	1	PECH_006144	YOL038W
2	2	1	PECH_005120	YOL040C
2	2	1	PECH_006741	YOL041C
2	2	1	PECH_006295	YOL048C
2	2	1	PECH_005487	YOL049W
2	2	1	PECH_008592	YOL052C
2	2	1	PECH_003235	YAL039C
2	2	1	PECH_008485	YOL057W
2	2	1	PECH_008491	YOL058W
2	2	1	PECH_008494	YOL060C
2	2	1	PECH_006896	YOL061W
2	2	1	PECH_008643	YOL062C
2	2	1	PECH_002893	YOL064C
2	2	1	PECH_002163	YOL075C
2	2	1	PECH_000193	YOL077C
2	2	1	PECH_001875	YOL080C
2	2	1	PECH_008810	YOL086W-A
2	2	1	PECH_008889	YOL090W
2	2	1	PECH_008631	YOL092W
2	2	1	PECH_001258	YOL094C
2	2	1	PECH_001381	YOL096C
2	2	1	PECH_008892	YOL097C
2	2	1	PECH_006706	YOL098C
2	2	1	PECH_000447	YOL102C
2	2	1	PECH_001138	YOL107W
2	2	1	PECH_002176	YOL114C
2	2	1	PECH_002752	YAL036C
2	2	1	PECH_004699	YOL122C
2	2	1	PECH_000673	YOL124C
2	2	1	PECH_000055	YOL127W
2	2	1	PECH_001477	YOL129W
2	2	1	PECH_000072	YOL133W
2	2	1	PECH_004937	YOL135C
2	2	1	PECH_004442	YAL035W
2	2	1	PECH_005737	YOL139C
2	2	1	PECH_004969	YOL140W
2	2	1	PECH_005940	YOL142W
2	2	1	PECH_006788	YOL143C
2	2	1	PECH_000082	YOL145C
2	2	1	PECH_007922	YOL146W
2	2	1	PECH_004181	YOL147C
2	2	1	PECH_002671	YOL152W
2	2	1	PECH_007280	YOL154W
2	2	1	PECH_008891	YOR001W
2	2	1	PECH_007500	YOR002W
2	2	1	PECH_002298	YOR004W
2	2	1	PECH_003426	YOR005C
2	2	1	PECH_005076	YOR006C
2	2	1	PECH_006397	YOR007C
2	2	1	PECH_008538	YOR014W
2	2	1	PECH_008795	YOR020C
2	2	1	PECH_007078	YOR021C
2	2	1	PECH_007711	YOR027W
2	2	1	PECH_001708	YOR036W
2	2	1	PECH_006372	YOR039W
2	2	1	PECH_008196	YOR046C
2	2	1	PECH_007961	YOR048C
2	2	1	PECH_006582	YAL033W
2	2	1	PECH_008620	YOR056C
2	2	1	PECH_001267	YOR059C
2	2	1	PECH_003327	YOR063W
2	2	1	PECH_000206	YOR065W
2	2	1	PECH_005419	YOR067C
2	2	1	PECH_007891	YOR069W
2	2	1	PECH_001796	YOR070C
2	2	1	PECH_002455	YOR074C
2	2	1	PECH_003040	YOR085W
2	2	1	PECH_006912	YOR087W
2	2	1	PECH_006926	YOR089C
2	2	1	PECH_005010	YOR090C
2	2	1	PECH_008286	YOR091W
2	2	1	PECH_003557	YOR093C
2	2	1	PECH_006958	YOR094W
2	2	1	PECH_006585	YOR095C
2	2	1	PECH_003100	YOR099W
2	2	1	PECH_006073	YOR100C
2	2	1	PECH_004424	YOR103C
2	2	1	PECH_006537	YOR111W
2	2	1	PECH_002356	YOR116C
2	2	1	PECH_005034	YOR117W
2	2	1	PECH_008149	YOR119C
2	2	1	PECH_000744	YOR122C
2	2	1	PECH_005394	YOR124C
2	2	1	PECH_000008	YOR125C
2	2	1	PECH_006303	YOR126C
2	2	1	PECH_007918	YOR128C
2	2	1	PECH_001584	YOR130C
2	2	1	PECH_005350	YOR131C
2	2	1	PECH_003891	YOR132W
2	2	1	PECH_003767	YOR136W
2	2	1	PECH_004349	YOR141C
2	2	1	PECH_005534	YOR142W
2	2	1	PECH_006775	YOR145C
2	2	1	PECH_000103	YOR149C
2	2	1	PECH_004521	YOR150W
2	2	1	PECH_007722	YOR151C
2	2	1	PECH_005473	YOR154W
2	2	1	PECH_007166	YOR155C
2	2	1	PECH_000324	YOR156C
2	2	1	PECH_002572	YOR157C
2	2	1	PECH_000152	YOR159C
2	2	1	PECH_000153	YOR160W
2	2	1	PECH_005686	YOR161C
2	2	1	PECH_002043	YOR163W
2	2	1	PECH_000350	YOR164C
2	2	1	PECH_006633	YOR165W
2	2	1	PECH_005039	YOR168W
2	2	1	PECH_001241	YOR175C
2	2	1	PECH_003827	YOR176W
2	2	1	PECH_001251	YOR184W
2	2	1	PECH_006635	YOR187W
2	2	1	PECH_002341	YOR196C
2	2	1	PECH_005291	YAL032C
2	2	1	PECH_005364	YOR201C
2	2	1	PECH_001468	YOR202W
2	2	1	PECH_006310	YAL026C
2	2	1	PECH_002527	YOR206W
2	2	1	PECH_000169	YOR207C
2	2	1	PECH_007721	YOR209C
2	2	1	PECH_004636	YOR210W
2	2	1	PECH_006654	YOR211C
2	2	1	PECH_003391	YOR212W
2	2	1	PECH_000149	YOR215C
2	2	1	PECH_004991	YOR217W
2	2	1	PECH_002932	YAL025C
2	2	1	PECH_008114	YOR223W
2	2	1	PECH_003809	YOR224C
2	2	1	PECH_007226	YAL022C
2	2	1	PECH_007900	YAL021C
2	2	1	PECH_002059	YOR232W
2	2	1	PECH_003250	YAL020C
2	2	1	PECH_006306	YOR236W
2	2	1	PECH_002244	YAL019W
2	2	1	PECH_008021	YOR239W
2	2	1	PECH_002360	YOR241W
2	2	1	PECH_007425	YOR243C
2	2	1	PECH_008397	YOR244W
2	2	1	PECH_001495	YOR245C
2	2	1	PECH_007484	YAL016W
2	2	1	PECH_006511	YOR250C
2	2	1	PECH_005727	YOR251C
2	2	1	PECH_003161	YOR252W
2	2	1	PECH_000887	YOR254C
2	2	1	PECH_004682	YOR257W
2	2	1	PECH_000420	YOR258W
2	2	1	PECH_007027	YOR259C
2	2	1	PECH_008250	YOR261C
2	2	1	PECH_006583	YOR262W
2	2	1	PECH_005971	YOR269W
2	2	1	PECH_000627	YOR270C
2	2	1	PECH_007422	YOR271C
2	2	1	PECH_006708	YOR272W
2	2	1	PECH_000348	YOR274W
2	2	1	PECH_008242	YOR275C
2	2	1	PECH_001115	YOR278W
2	2	1	PECH_005921	YOR281C
2	2	1	PECH_008825	YOR289W
2	2	1	PECH_003457	YOR291W
2	2	1	PECH_004870	YOR292C
2	2	1	PECH_001092	YOR294W
2	2	1	PECH_005084	YOR298C-A
2	2	1	PECH_007912	YOR301W
2	2	1	PECH_005507	YOR303W
2	2	1	PECH_001625	YOR307C
2	2	1	PECH_006898	YOR310C
2	2	1	PECH_006888	YOR311C
2	2	1	PECH_005100	YOR317W
2	2	1	PECH_000319	YOR319W
2	2	1	PECH_001848	YOR323C
2	2	1	PECH_003455	YOR326W
2	2	1	PECH_001439	YOR327C
2	2	1	PECH_003353	YOR330C
2	2	1	PECH_002663	YOR332W
2	2	1	PECH_002710	YOR334W
2	2	1	PECH_002226	YOR335C
2	2	1	PECH_005989	YOR339C
2	2	1	PECH_007946	YOR341W
2	2	1	PECH_007991	YOR346W
2	2	1	PECH_000531	YOR348C
2	2	1	PECH_000749	YOR351C
2	2	1	PECH_001564	YOR356W
2	2	1	PECH_004255	YOR357C
2	2	1	PECH_000214	YOR361C
2	2	1	PECH_006787	YOR362C
2	2	1	PECH_002761	YOR369C
2	2	1	PECH_002667	YOR370C
2	2	1	PECH_001399	YOR378W
2	2	1	PECH_002764	YOR380W
2	2	1	PECH_002890	YOR384W
2	2	1	PECH_000271	YOR386W
2	2	1	PECH_003744	YOR388C
2	2	1	PECH_002280	YPL001W
2	2	1	PECH_002419	YPL002C
2	2	1	PECH_004940	YPL006W
2	2	1	PECH_007655	YPL008W
2	2	1	PECH_006274	YPL009C
2	2	1	PECH_006273	YPL010W
2	2	1	PECH_004560	YPL012W
2	2	1	PECH_008462	YPL013C
2	2	1	PECH_002801	YPL015C
2	2	1	PECH_002699	YPL022W
2	2	1	PECH_008575	YPL023C
2	2	1	PECH_002210	YPL028W
2	2	1	PECH_003640	YPL029W
2	2	1	PECH_002712	YPL030W
2	2	1	PECH_003333	YPL031C
2	2	1	PECH_001410	YPL037C
2	2	1	PECH_005732	YPL040C
2	2	1	PECH_000362	YPL042C
2	2	1	PECH_008497	YPL043W
2	2	1	PECH_003649	YPL045W
2	2	1	PECH_006594	YPL046C
2	2	1	PECH_008178	YPL050C
2	2	1	PECH_007402	YPL051W
2	2	1	PECH_008866	YPL059W
2	2	1	PECH_006017	YPL063W
2	2	1	PECH_002526	YPL065W
2	2	1	PECH_008390	YPL067C
2	2	1	PECH_000502	YPL069C
2	2	1	PECH_001937	YPL078C
2	2	1	PECH_004772	YPL082C
2	2	1	PECH_005535	YPL086C
2	2	1	PECH_000654	YPL087W
2	2	1	PECH_002315	YAL015C
2	2	1	PECH_000902	YPL091W
2	2	1	PECH_000209	YPL092W
2	2	1	PECH_004595	YPL093W
2	2	1	PECH_004957	YPL094C
2	2	1	PECH_000460	YPL096W
2	2	1	PECH_006190	YPL097W
2	2	1	PECH_005930	YPL098C
2	2	1	PECH_003808	YPL101W
2	2	1	PECH_005682	YPL103C
2	2	1	PECH_006201	YPL104W
2	2	1	PECH_003236	YPL109C
2	2	1	PECH_006500	YPL110C
2	2	1	PECH_008743	YPL111W
2	2	1	PECH_006777	YPL115C
2	2	1	PECH_000472	YPL117C
2	2	1	PECH_003058	YPL120W
2	2	1	PECH_006347	YPL122C
2	2	1	PECH_007832	YPL123C
2	2	1	PECH_006503	YPL128C
2	2	1	PECH_003389	YPL129W
2	2	1	PECH_002537	YPL131W
2	2	1	PECH_004987	YPL132W
2	2	1	PECH_004983	YPL133C
2	2	1	PECH_008399	YPL146C
2	2	1	PECH_002741	YPL147W
2	2	1	PECH_004499	YPL151C
2	2	1	PECH_002823	YPL152W
2	2	1	PECH_008738	YPL154C
2	2	1	PECH_007970	YPL157W
2	2	1	PECH_001136	YPL160W
2	2	1	PECH_001767	YPL162C
2	2	1	PECH_004245	YPL167C
2	2	1	PECH_004103	YPL169C
2	2	1	PECH_006825	YPL170W
2	2	1	PECH_006202	YPL172C
2	2	1	PECH_007404	YPL175W
2	2	1	PECH_001885	YPL178W
2	2	1	PECH_000455	YPL179W
2	2	1	PECH_003570	YPL183W-A
2	2	1	PECH_003534	YPL188W
2	2	1	PECH_001490	YPL195W
2	2	1	PECH_000024	YPL196W
2	2	1	PECH_000501	YPL199C
2	2	1	PECH_005923	YPL204W
2	2	1	PECH_006445	YPL206C
2	2	1	PECH_006577	YPL207W
2	2	1	PECH_006847	YPL209C
2	2	1	PECH_005405	YPL211W
2	2	1	PECH_001518	YPL212C
2	2	1	PECH_003922	YPL213W
2	2	1	PECH_006300	YPL214C
2	2	1	PECH_002816	YPL217C
2	2	1	PECH_004209	YPL218W
2	2	1	PECH_008263	YPL222W
2	2	1	PECH_003331	YPL224C
2	2	1	PECH_001369	YPL225W
2	2	1	PECH_000770	YPL226W
2	2	1	PECH_008477	YPL227C
2	2	1	PECH_000562	YPL231W
2	2	1	PECH_005860	YPL234C
2	2	1	PECH_000174	YPL235W
2	2	1	PECH_006809	YPL236C
2	2	1	PECH_000047	YPL237W
2	2	1	PECH_005843	YPL239W
2	2	1	PECH_002771	YPL244C
2	2	1	PECH_002201	YPL247C
2	2	1	PECH_004241	YPL248C
2	2	1	PECH_008102	YPL249C
